Team,Year,W%,G,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PPG,OG,OFG,OFGA,O3P,O3PA,O2P,O2PA,OFT,OFTA,OORB,ODRB,OAST,OSTL,OBLK,OTOV,OPF,OPPG,Age,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,OeFG%,OTOV%,DRB%,OFT/FGA,Arena,Attend./G,Champion
Orlando Magic,1997,0.549,82,34.6,79.2,6.9,20.3,27.7,59.0,18.0,24.1,13.1,27.1,20.6,8.5,4.4,15.2,20.0,94.1,82,36.2,78.7,5.5,16.2,30.6,62.5,16.6,22.7,13.2,29.2,21.9,8.6,5.1,16.0,21.6,94.5,29.4,0.28,-0.07,105.6,106.0,88.3,0.304,0.256,0.524,0.481,14.5,30.9,0.227,0.495,15.3,67.3,0.211,Orlando Arena,17199,0.0
Philadelphia 76ers,1997,0.268,82,36.6,83.5,5.3,16.5,31.3,67.0,21.7,29.9,15.5,28.7,20.7,8.3,4.8,17.5,21.1,100.2,82,40.4,85.9,6.8,18.6,33.6,67.3,19.1,26.0,14.5,29.9,25.2,10.0,6.0,15.6,24.5,106.7,25.5,0.65,-5.89,104.6,111.4,95.3,0.358,0.198,0.518,0.47,15.3,34.1,0.259,0.51,13.8,66.5,0.222,CoreStates Center,15280,0.0
Phoenix Suns,1997,0.488,82,38.3,81.8,6.4,17.4,31.9,64.4,19.7,25.9,11.2,29.0,25.2,8.1,3.9,14.4,21.1,102.8,82,38.8,83.1,6.6,18.0,32.2,65.1,17.9,24.2,12.8,30.0,24.3,8.1,4.5,15.8,22.4,102.2,28.5,-0.45,0.21,109.3,108.6,93.2,0.317,0.213,0.552,0.508,13.4,27.1,0.241,0.507,14.4,69.4,0.215,America West Arena,19023,0.0
Portland Trail Blazers,1997,0.598,82,36.6,78.8,6.1,17.1,30.5,61.8,19.7,27.6,12.9,30.4,20.9,7.8,5.3,16.5,23.5,99.0,82,34.1,78.3,5.6,15.6,28.5,62.7,21.0,28.4,11.6,26.8,20.8,8.0,5.2,15.1,23.0,94.8,26.4,-0.61,3.56,107.9,103.3,90.9,0.35,0.217,0.544,0.503,15.4,32.5,0.249,0.471,14.3,72.4,0.268,Rose Garden Arena,20800,0.0
Sacramento Kings,1997,0.415,82,36.6,80.6,5.0,12.9,31.5,67.7,18.2,25.2,13.4,28.1,21.9,7.2,4.4,16.2,23.7,96.4,82,36.7,79.5,5.4,15.3,31.3,64.2,21.0,28.5,13.0,28.5,21.7,8.7,5.2,15.3,21.8,99.8,27.4,-0.26,-3.64,105.0,108.7,91.0,0.313,0.16,0.526,0.485,15.0,32.0,0.226,0.495,14.3,68.5,0.264,ARCO Arena (II),17317,0.0
San Antonio Spurs,1997,0.244,82,34.5,77.9,4.6,14.4,29.9,63.5,16.9,23.5,13.4,26.0,20.3,7.9,5.3,15.2,21.5,90.5,82,36.6,77.8,6.7,17.4,29.9,60.4,18.4,24.9,12.8,28.1,23.8,8.1,5.5,14.4,20.1,98.3,29.9,-0.05,-7.93,103.3,112.3,87.3,0.302,0.185,0.512,0.472,14.7,32.4,0.217,0.514,14.0,67.0,0.236,Alamodome,17235,0.0
Seattle SuperSonics,1997,0.695,82,36.5,78.2,6.8,19.3,29.7,58.9,21.0,28.0,12.3,27.7,23.5,11.0,4.7,15.0,22.0,100.9,82,33.6,76.3,7.5,20.0,26.2,56.3,18.5,24.9,12.4,27.5,21.4,7.7,5.2,18.7,23.5,93.2,30.0,-0.77,6.91,111.2,102.7,90.3,0.358,0.247,0.557,0.51,14.2,30.9,0.269,0.49,17.7,69.1,0.242,KeyArena at Seattle Center,17072,0.125
Toronto Raptors,1997,0.366,82,35.3,80.9,7.2,19.8,28.1,61.1,17.6,24.5,13.8,27.5,20.9,8.8,6.3,16.4,23.0,95.5,82,36.2,77.9,6.1,17.4,30.2,60.5,20.1,27.7,12.6,28.7,24.0,8.2,5.4,16.3,21.9,98.6,25.1,0.57,-2.56,104.6,108.0,90.6,0.303,0.245,0.521,0.481,15.2,32.5,0.218,0.504,15.3,68.6,0.258,SkyDome,18551,0.0
Utah Jazz,1997,0.78,82,38.2,75.8,4.1,11.0,34.1,64.8,22.7,29.5,10.8,29.4,26.8,9.1,5.1,15.4,24.2,103.1,82,33.0,75.5,6.4,18.0,26.7,57.4,21.9,29.2,11.7,25.6,19.4,7.8,4.5,16.2,24.9,94.3,29.6,-0.82,7.97,113.6,104.0,90.0,0.389,0.145,0.581,0.53,14.7,29.7,0.299,0.48,15.5,71.6,0.29,Delta Center,19791,0.5
Vancouver Grizzlies,1997,0.171,82,34.4,78.7,5.4,15.5,29.0,63.2,15.0,21.1,12.5,26.3,22.7,8.0,5.7,15.9,21.4,89.2,82,37.7,80.0,6.1,16.7,31.6,63.3,17.9,24.6,14.7,29.6,24.1,8.8,5.6,15.3,19.4,99.4,25.0,0.06,-10.17,100.3,111.8,88.4,0.269,0.197,0.507,0.471,15.3,29.7,0.191,0.51,14.4,64.1,0.224,General Motors Place,16571,0.0
Washington Bullets,1997,0.537,82,39.1,81.4,4.0,12.2,35.1,69.2,17.1,24.1,12.3,29.5,23.4,8.7,4.9,15.7,22.1,99.4,82,36.7,80.9,6.0,16.2,30.7,64.8,18.3,24.4,12.5,28.5,20.4,8.1,4.1,16.5,21.6,97.7,25.9,0.15,1.77,106.6,104.9,92.4,0.296,0.15,0.54,0.505,14.6,30.2,0.21,0.491,15.3,70.3,0.226,US Airways Arena,17681,0.0
