Team,Year,W%,G,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PPG,OG,OFG,OFGA,OFG%,O3P,O3PA,O3P%,O2P,O2PA,O2P%,OFT,OFTA,OFT%,OORB,ODRB,OTRB,OAST,OSTL,OBLK,OTOV,OPF,OPPG,Age,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,OeFG%,OTOV%,DRB%,OFT/FGA,Arena,Attend./G,Champion
Indiana Pacers,1999,0.66,50,34.6,77.3,0.448,5.9,16.0,0.368,28.7,61.3,0.469,19.5,24.6,0.796,11.5,29.0,40.5,20.1,6.3,4.5,13.0,21.6,94.7,50,34.1,78.7,0.434,4.1,12.7,0.325,30.0,66.0,0.454,18.6,24.5,0.756,12.5,28.5,41.0,19.1,7.1,4.8,13.0,22.5,90.9,30.8,0.12,3.86,108.7,104.4,4.3,86.4,0.318,0.207,0.537,0.486,12.8,28.7,0.253,0.46,12.7,69.9,0.236,Market Square Arena,16181,0.25
Los Angeles Clippers,1999,0.18,50,34.2,80.1,0.427,4.3,13.4,0.32,29.9,66.8,0.448,17.7,24.5,0.721,13.3,25.9,39.2,16.4,8.5,4.7,15.9,24.5,90.4,50,36.6,77.2,0.474,4.4,12.5,0.354,32.2,64.6,0.498,21.6,28.9,0.746,12.8,30.1,42.9,22.0,8.4,5.8,15.6,20.8,99.2,25.0,-0.12,-8.94,100.0,109.7,-9.7,89.5,0.306,0.167,0.497,0.454,14.9,30.6,0.22,0.503,14.8,66.9,0.279,Los Angeles Memorial Sports Arena,9416,0.0
Los Angeles Lakers,1999,0.62,50,36.8,78.7,0.468,4.8,13.7,0.352,32.0,65.0,0.492,20.5,30.1,0.683,12.4,29.6,42.0,21.9,7.8,5.7,15.1,24.6,99.0,50,35.2,79.8,0.441,4.3,13.1,0.332,30.8,66.8,0.462,21.3,30.0,0.709,12.6,28.1,40.6,21.2,8.2,3.9,14.3,25.4,96.0,27.5,-0.35,2.68,107.6,104.3,3.3,91.6,0.382,0.174,0.538,0.498,14.1,30.6,0.261,0.468,13.3,70.2,0.267,Great Western Forum,17200,0.125
Miami Heat,1999,0.66,50,32.3,71.3,0.453,5.8,16.1,0.359,26.5,55.2,0.481,18.6,25.2,0.735,10.1,30.2,40.3,20.4,6.5,6.1,14.9,20.7,89.0,50,31.3,76.1,0.411,4.2,12.1,0.348,27.1,64.0,0.423,17.2,23.3,0.737,12.4,26.8,39.2,17.1,7.7,3.8,13.5,22.0,84.0,30.3,0.15,5.11,104.7,98.9,5.8,84.8,0.354,0.226,0.54,0.494,15.3,27.3,0.26,0.439,13.6,71.0,0.226,Miami Arena,15153,0.0
Milwaukee Bucks,1999,0.56,50,35.1,76.4,0.459,4.6,12.4,0.373,30.4,64.0,0.476,16.9,23.1,0.733,11.4,27.4,38.8,20.6,8.8,4.0,14.4,22.8,91.7,50,32.0,74.9,0.427,5.4,16.3,0.334,26.6,58.6,0.453,20.6,27.4,0.752,13.1,28.0,41.1,20.4,8.0,3.9,16.6,20.4,90.0,28.3,0.0,1.66,104.9,103.0,1.9,87.0,0.303,0.162,0.53,0.489,14.3,29.0,0.222,0.463,16.0,67.6,0.275,Bradley Center,15278,0.0
Minnesota Timberwolves,1999,0.5,50,36.8,86.5,0.425,2.4,8.2,0.298,34.3,78.3,0.438,17.0,22.9,0.743,15.1,27.8,42.9,24.4,8.5,5.4,12.8,23.7,92.9,50,33.6,76.5,0.439,4.3,13.1,0.326,29.3,63.4,0.463,21.1,29.4,0.718,11.8,31.3,43.1,22.3,7.3,5.2,16.7,20.3,92.6,27.2,-0.55,-0.17,101.9,101.5,0.4,91.0,0.264,0.095,0.481,0.439,11.7,32.5,0.196,0.467,15.8,70.2,0.276,Target Center,17119,0.0
New Jersey Nets,1999,0.32,50,33.8,83.2,0.406,4.5,13.6,0.331,29.3,69.6,0.421,19.2,25.0,0.769,14.3,28.7,43.0,18.5,9.8,5.5,15.0,22.7,91.4,50,35.9,79.4,0.453,4.5,13.1,0.341,31.5,66.3,0.475,18.9,26.0,0.727,12.5,31.6,44.1,19.4,7.9,6.5,16.3,21.7,95.2,26.0,0.58,-3.2,99.5,103.6,-4.1,91.5,0.301,0.163,0.485,0.434,13.7,31.1,0.231,0.481,15.2,69.7,0.238,Continental Airlines Arena,16614,0.0
New York Knicks,1999,0.54,50,32.2,74.1,0.435,4.2,11.8,0.353,28.0,62.3,0.45,17.8,24.4,0.732,11.0,30.2,41.2,19.3,7.9,5.2,16.1,22.8,86.4,50,30.6,75.8,0.403,4.7,13.2,0.353,25.9,62.6,0.414,19.6,26.7,0.733,12.3,28.5,40.8,18.5,8.5,4.3,15.3,20.7,85.4,29.0,0.43,1.45,98.6,97.5,1.1,86.9,0.329,0.159,0.509,0.463,15.9,27.9,0.241,0.434,14.9,71.0,0.258,Madison Square Garden (IV),19763,0.5
Orlando Magic,1999,0.66,50,33.7,78.9,0.428,4.5,13.5,0.33,29.3,65.4,0.448,17.5,25.0,0.7,13.8,28.9,42.7,21.3,9.9,4.3,16.4,18.7,89.5,50,34.2,77.1,0.443,4.6,13.3,0.345,29.6,63.8,0.463,13.9,19.7,0.707,11.9,28.5,40.4,20.8,9.4,4.8,17.3,22.2,86.9,28.7,0.51,3.11,100.3,97.4,2.9,88.8,0.318,0.171,0.498,0.456,15.4,32.6,0.222,0.473,16.7,70.8,0.181,Orlando Arena,16444,0.0
Philadelphia 76ers,1999,0.56,50,33.1,77.7,0.426,2.0,7.4,0.264,31.2,70.2,0.444,21.5,29.7,0.722,14.6,28.6,43.1,18.7,10.8,5.4,16.4,23.0,89.7,50,32.0,75.7,0.423,4.8,14.3,0.337,27.2,61.4,0.443,18.8,25.8,0.731,12.4,28.0,40.4,20.0,8.7,5.3,17.9,23.7,87.6,26.0,0.5,2.56,99.9,97.6,2.3,88.6,0.383,0.096,0.494,0.439,15.3,34.2,0.276,0.454,17.1,69.8,0.249,First Union Center,17458,0.125
Phoenix Suns,1999,0.54,50,35.9,80.1,0.449,5.2,14.0,0.372,30.7,66.0,0.465,18.5,24.3,0.76,12.0,28.4,40.3,25.0,8.9,4.0,13.6,20.4,95.6,50,35.4,78.7,0.45,5.4,15.1,0.36,30.0,63.6,0.472,17.0,24.5,0.694,12.3,30.1,42.4,21.3,8.2,4.1,16.2,21.3,93.3,29.3,-0.11,2.15,105.8,103.3,2.5,90.0,0.303,0.175,0.526,0.481,13.0,28.4,0.231,0.485,15.4,69.8,0.216,America West Arena,18891,0.0
Portland Trail Blazers,1999,0.7,50,34.9,79.1,0.442,4.9,13.5,0.364,30.0,65.6,0.457,20.0,27.0,0.743,12.9,31.4,44.3,21.5,8.2,5.8,15.4,22.5,94.8,50,32.9,78.8,0.417,4.4,13.8,0.318,28.5,65.0,0.438,18.3,25.3,0.725,12.3,27.8,40.1,19.2,8.2,4.9,15.7,22.8,88.5,27.4,-0.69,5.67,104.8,97.7,7.1,89.2,0.341,0.171,0.521,0.473,14.5,31.8,0.253,0.445,14.9,71.8,0.233,Rose Garden Arena,19462,0.25
Sacramento Kings,1999,0.54,50,38.4,86.1,0.445,5.8,18.9,0.308,32.6,67.3,0.484,17.7,25.9,0.683,14.1,31.5,45.6,22.6,8.9,4.6,16.8,20.3,100.2,50,40.2,90.0,0.446,4.4,13.0,0.336,35.8,77.0,0.465,15.9,22.3,0.712,15.0,32.0,47.0,23.3,9.8,4.4,15.8,22.0,100.6,26.1,-0.47,-0.89,102.7,103.1,-0.4,96.0,0.3,0.219,0.514,0.479,14.7,30.6,0.205,0.471,13.7,67.7,0.176,ARCO Arena (II),16750,0.0
San Antonio Spurs,1999,0.74,50,34.8,76.2,0.456,3.4,10.4,0.33,31.4,65.8,0.476,19.8,28.3,0.698,12.3,31.7,44.0,22.0,8.4,7.0,15.2,20.2,92.8,50,32.6,81.2,0.402,3.4,11.2,0.304,29.2,70.0,0.417,16.1,23.0,0.701,13.9,28.1,42.1,18.8,8.7,4.9,14.6,23.0,84.7,30.1,-0.94,7.12,104.0,95.0,9.0,88.6,0.371,0.137,0.523,0.479,14.6,30.4,0.259,0.423,13.8,69.5,0.198,Alamodome,21094,1.0
Seattle SuperSonics,1999,0.5,50,35.1,79.5,0.442,6.2,18.0,0.344,28.9,61.5,0.47,18.4,27.1,0.681,13.5,28.4,42.0,21.7,7.9,4.0,15.3,20.9,94.9,50,36.8,80.5,0.457,5.3,15.3,0.345,31.5,65.2,0.483,17.1,23.7,0.722,13.0,28.9,42.0,22.2,8.0,4.5,14.9,23.3,95.9,31.2,-0.35,-1.43,105.0,106.2,-1.2,89.6,0.341,0.226,0.519,0.481,14.3,31.9,0.232,0.489,14.1,68.6,0.213,KeyArena at Seattle Center,17072,0.0
Toronto Raptors,1999,0.46,50,33.2,78.8,0.421,4.5,13.2,0.341,28.7,65.6,0.437,20.2,26.6,0.76,14.2,28.9,43.2,20.7,8.8,6.4,16.0,22.8,91.1,50,33.9,77.1,0.439,5.1,13.7,0.372,28.8,63.4,0.454,19.9,27.4,0.728,12.3,27.9,40.1,21.9,8.9,5.2,15.5,21.8,92.8,27.3,0.33,-1.32,102.0,103.9,-1.9,88.8,0.338,0.168,0.504,0.45,15.0,33.8,0.257,0.473,14.8,70.2,0.258,Air Canada Centre,17974,0.0
Utah Jazz,1999,0.74,50,33.7,72.4,0.465,2.8,7.8,0.361,30.9,64.6,0.478,23.2,30.2,0.767,11.1,30.2,41.3,24.1,8.0,5.5,16.3,22.7,93.3,50,31.9,77.3,0.413,4.3,13.3,0.321,27.6,63.9,0.432,18.7,26.0,0.721,12.7,25.9,38.6,18.1,8.6,5.3,14.9,26.2,86.8,30.3,-0.99,5.54,105.8,98.4,7.4,87.0,0.417,0.107,0.545,0.485,16.0,30.0,0.32,0.441,14.4,70.4,0.242,Delta Center,19725,0.125
Vancouver Grizzlies,1999,0.16,50,32.9,76.8,0.428,3.0,9.1,0.327,29.9,67.7,0.442,20.2,28.2,0.717,13.0,27.2,40.2,19.3,8.4,4.0,17.0,22.5,88.9,50,36.3,78.3,0.463,4.6,13.1,0.351,31.7,65.3,0.485,20.4,28.0,0.729,13.5,29.1,42.6,23.8,9.8,6.6,15.6,23.3,97.5,25.0,-0.28,-8.94,98.4,107.9,-9.5,89.0,0.367,0.118,0.498,0.447,16.0,30.9,0.263,0.492,14.7,66.9,0.261,General Motors Place,16719,0.0
Washington Wizards,1999,0.36,50,35.4,79.4,0.445,3.6,11.6,0.309,31.8,67.8,0.469,16.9,24.0,0.705,11.9,28.1,40.0,21.3,7.9,3.9,14.7,23.0,91.2,50,34.1,76.5,0.446,4.4,12.4,0.352,29.7,64.1,0.464,20.9,28.4,0.736,12.3,30.3,42.7,21.6,8.0,4.2,15.8,21.7,93.4,29.3,0.49,-1.75,101.2,103.7,-2.5,89.8,0.302,0.146,0.507,0.468,14.1,28.2,0.213,0.474,15.1,69.5,0.273,MCI Center,16099,0.0
