Team,Year,W%,G,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PPG,OG,OFG,OFGA,OFG%,O3P,O3PA,O3P%,O2P,O2PA,O2P%,OFT,OFTA,OFT%,OORB,ODRB,OTRB,OAST,OSTL,OBLK,OTOV,OPF,OPPG,Age,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,OeFG%,OTOV%,DRB%,OFT/FGA,Arena,Attend./G,Champion
Indiana Pacers,2000,0.683,82,37.2,81.0,0.459,7.1,18.1,0.392,30.0,62.8,0.478,19.9,24.5,0.811,10.3,31.9,42.1,22.6,6.8,5.1,14.1,21.8,101.3,82,38.0,85.1,0.446,4.0,12.3,0.327,34.0,72.9,0.466,16.8,22.2,0.755,12.7,31.0,43.7,21.2,7.4,3.9,13.7,23.3,96.7,30.4,-0.45,4.15,108.5,103.6,4.9,93.1,0.302,0.224,0.552,0.503,13.3,24.9,0.245,0.469,12.6,71.5,0.197,Conseco Fieldhouse,18345,0.5
Los Angeles Clippers,2000,0.183,82,35.1,82.4,0.426,5.2,15.5,0.339,29.9,67.0,0.446,16.6,22.3,0.746,11.6,29.0,40.6,18.0,7.0,6.0,16.2,22.2,92.0,82,40.0,83.9,0.477,5.1,13.1,0.387,34.9,70.8,0.494,18.4,24.9,0.741,12.7,32.9,45.6,24.1,7.6,4.6,14.3,21.1,103.5,24.2,0.8,-10.73,97.8,110.1,-12.3,93.9,0.27,0.188,0.499,0.458,14.9,26.1,0.202,0.507,13.1,69.6,0.22,STAPLES Center,13652,0.0
Los Angeles Lakers,2000,0.817,82,38.3,83.4,0.459,4.2,12.8,0.329,34.1,70.6,0.482,20.1,28.9,0.696,13.6,33.4,47.0,23.4,7.5,6.5,13.9,22.5,100.8,82,34.6,83.2,0.416,4.5,13.9,0.326,30.1,69.3,0.434,18.5,24.9,0.742,12.3,30.9,43.1,19.5,7.6,4.2,14.6,25.6,92.3,29.2,-0.14,8.41,107.3,98.2,9.1,93.3,0.346,0.153,0.525,0.484,12.7,30.6,0.241,0.443,13.4,73.1,0.222,STAPLES Center,18815,1.0
Miami Heat,2000,0.634,82,36.3,78.8,0.46,5.4,14.7,0.371,30.8,64.1,0.481,16.4,22.3,0.736,11.2,31.9,43.2,23.5,7.1,6.4,15.0,23.7,94.4,82,33.9,80.4,0.422,5.0,13.8,0.361,29.0,66.6,0.434,18.4,24.7,0.748,11.9,28.5,40.4,19.3,7.6,4.4,14.0,21.9,91.3,29.2,-0.36,2.75,104.5,101.0,3.5,89.7,0.283,0.186,0.533,0.495,14.5,28.2,0.208,0.453,13.3,72.9,0.229,AmericanAirlines Arena,18374,0.125
Milwaukee Bucks,2000,0.512,82,38.7,83.3,0.465,4.8,13.0,0.369,33.9,70.2,0.483,19.0,24.2,0.786,12.4,28.9,41.3,22.6,8.2,4.6,15.0,24.6,101.2,82,37.0,81.0,0.457,6.5,16.5,0.391,30.5,64.5,0.473,20.5,27.3,0.752,12.6,28.9,41.5,24.2,7.8,4.1,15.9,22.8,101.0,28.2,-0.28,-0.06,108.2,107.9,0.3,92.7,0.29,0.157,0.539,0.494,13.8,30.0,0.228,0.496,14.6,69.6,0.254,Bradley Center,15332,0.0
Minnesota Timberwolves,2000,0.61,82,39.3,84.3,0.467,3.0,8.7,0.346,36.3,75.5,0.481,16.8,21.6,0.78,12.4,30.1,42.5,26.9,7.6,5.4,13.9,23.3,98.5,82,35.7,80.2,0.445,4.6,13.0,0.356,31.0,67.2,0.462,20.0,26.6,0.752,11.2,29.8,40.9,21.2,7.2,4.2,15.0,20.5,96.0,26.6,0.14,2.67,106.1,103.4,2.7,91.8,0.256,0.104,0.525,0.485,12.9,29.4,0.2,0.474,14.0,73.0,0.25,Target Center,16400,0.0
New Jersey Nets,2000,0.378,82,36.3,83.9,0.433,5.8,16.8,0.347,30.5,67.2,0.454,19.5,24.9,0.784,12.7,28.2,40.9,20.6,8.8,4.8,13.6,23.3,98.0,82,38.1,82.2,0.464,4.5,12.4,0.363,33.6,69.9,0.481,18.3,24.5,0.747,13.8,32.4,46.2,22.8,6.9,5.7,16.7,22.8,99.0,27.3,-0.15,-1.18,105.1,106.3,-1.2,92.5,0.297,0.2,0.517,0.468,12.6,28.1,0.233,0.491,15.2,67.2,0.223,Continental Airlines Arena,15698,0.0
New York Knicks,2000,0.61,82,35.3,77.7,0.455,4.3,11.4,0.375,31.0,66.3,0.468,17.2,22.0,0.781,9.8,30.7,40.5,19.4,6.3,4.3,14.6,24.2,92.1,82,33.1,78.0,0.424,4.9,14.6,0.338,28.1,63.4,0.444,19.6,26.3,0.747,11.3,29.8,41.1,19.6,7.4,4.3,14.2,21.9,90.7,29.5,-0.16,1.3,102.5,100.9,1.6,89.2,0.283,0.147,0.527,0.482,14.4,24.7,0.221,0.455,13.6,73.1,0.251,Madison Square Garden (IV),19763,0.25
Orlando Magic,2000,0.5,82,38.6,85.5,0.452,3.6,10.6,0.338,35.1,74.9,0.468,19.2,26.1,0.735,14.0,31.0,44.9,20.8,9.1,5.7,17.6,24.0,100.1,82,37.5,84.4,0.445,5.3,15.6,0.338,32.3,68.8,0.469,19.1,25.7,0.745,13.3,30.2,43.5,24.3,8.8,5.8,18.1,24.5,99.4,26.3,-0.26,0.43,102.4,101.7,0.7,97.3,0.305,0.124,0.516,0.473,15.4,31.6,0.224,0.476,15.9,69.9,0.226,TD Waterhouse Centre,14059,0.0
Philadelphia 76ers,2000,0.598,82,36.5,82.6,0.442,2.5,7.8,0.323,34.0,74.8,0.454,19.2,27.1,0.708,14.0,30.1,44.1,22.2,9.6,4.7,15.7,23.6,94.8,82,35.0,80.4,0.435,5.1,14.3,0.356,29.9,66.1,0.452,18.4,24.4,0.755,13.0,30.5,43.5,22.3,7.7,6.5,17.6,24.1,93.4,27.1,-0.32,1.02,101.5,100.0,1.5,92.7,0.329,0.095,0.501,0.457,14.2,31.4,0.233,0.466,16.2,69.9,0.229,First Union Center,18462,0.125
Phoenix Suns,2000,0.646,82,37.7,82.6,0.457,5.6,15.2,0.368,32.1,67.4,0.477,17.9,23.6,0.759,12.5,31.2,43.7,25.6,9.1,5.3,16.7,24.1,98.9,82,34.5,81.3,0.424,4.9,14.0,0.352,29.5,67.3,0.439,19.9,26.9,0.739,13.1,30.1,43.1,20.7,8.9,5.2,17.3,21.9,93.7,28.6,0.02,5.24,104.6,99.0,5.6,94.0,0.286,0.184,0.532,0.491,15.2,29.3,0.217,0.454,15.7,70.5,0.245,America West Arena,18856,0.125
Portland Trail Blazers,2000,0.72,82,36.8,78.4,0.47,5.0,13.8,0.361,31.9,64.7,0.493,18.8,24.7,0.76,11.8,31.2,43.0,23.5,7.7,4.8,15.2,22.7,97.5,82,34.5,80.0,0.431,4.8,14.6,0.33,29.6,65.4,0.453,17.3,24.2,0.716,11.9,27.1,39.0,20.8,8.0,4.3,14.5,22.8,91.0,29.6,-0.04,6.36,107.9,100.8,7.1,89.9,0.316,0.175,0.546,0.501,14.5,30.3,0.24,0.461,13.8,72.4,0.217,Rose Garden Arena,20368,0.25
Sacramento Kings,2000,0.537,82,40.0,88.9,0.45,6.5,20.2,0.322,33.4,68.7,0.487,18.5,24.6,0.754,12.9,32.1,45.0,23.8,9.6,4.6,16.2,21.1,105.0,82,39.9,88.3,0.452,4.8,13.7,0.353,35.0,74.6,0.47,17.5,23.3,0.751,13.9,33.7,47.6,23.8,9.2,4.9,17.5,23.7,102.0,27.5,0.12,3.04,105.0,102.1,2.9,99.3,0.277,0.227,0.526,0.486,13.9,27.7,0.209,0.479,15.1,69.7,0.198,ARCO Arena (II),17185,0.0
San Antonio Spurs,2000,0.646,82,36.0,78.0,0.462,4.0,10.8,0.374,32.0,67.2,0.476,20.1,27.0,0.746,11.3,32.5,43.8,22.2,7.5,6.7,15.0,20.9,96.2,82,35.2,82.7,0.425,4.3,12.6,0.343,30.8,70.1,0.44,15.6,21.0,0.739,12.0,29.4,41.4,20.3,7.9,5.2,14.4,23.1,90.2,30.9,-0.02,5.92,105.0,98.6,6.4,90.8,0.346,0.138,0.535,0.488,14.3,27.8,0.258,0.451,13.5,73.0,0.188,Alamodome,21694,0.0
Seattle SuperSonics,2000,0.549,82,37.9,84.7,0.447,6.7,19.6,0.339,31.2,65.1,0.48,16.6,23.9,0.695,12.7,30.3,43.0,22.9,8.0,4.2,14.0,21.7,99.1,82,38.2,84.6,0.451,5.4,15.8,0.34,32.8,68.9,0.477,16.4,21.9,0.748,13.2,31.8,45.1,23.6,7.2,5.3,15.3,22.4,98.1,28.5,0.22,1.17,105.6,104.6,1.0,93.4,0.282,0.232,0.52,0.487,12.9,28.5,0.196,0.483,14.0,69.6,0.193,KeyArena at Seattle Center,15018,0.0
Toronto Raptors,2000,0.549,82,36.3,83.9,0.433,5.2,14.3,0.363,31.2,69.6,0.447,19.3,25.2,0.765,13.4,29.9,43.3,23.7,8.1,6.6,13.9,24.3,97.2,82,36.6,80.7,0.454,4.2,12.5,0.339,32.4,68.2,0.475,19.9,26.0,0.764,11.7,31.1,42.8,21.8,6.8,5.3,15.2,22.9,97.3,29.3,-0.3,-0.46,104.7,104.9,-0.2,92.5,0.3,0.17,0.511,0.464,12.7,30.1,0.23,0.48,14.2,71.8,0.247,Air Canada Centre,18451,0.0
Utah Jazz,2000,0.671,82,36.1,77.8,0.464,4.0,10.4,0.385,32.1,67.4,0.476,20.3,26.2,0.773,11.4,29.6,41.0,24.9,7.7,5.4,14.9,24.5,96.5,82,33.9,76.1,0.446,4.7,13.4,0.354,29.2,62.7,0.465,19.5,26.1,0.746,10.8,27.3,38.1,19.8,7.2,5.0,15.5,24.7,92.0,31.5,0.05,4.52,107.3,102.3,5.0,89.6,0.337,0.134,0.54,0.49,14.3,29.5,0.26,0.477,15.0,73.2,0.256,Delta Center,19543,0.125
Vancouver Grizzlies,2000,0.268,82,35.3,78.5,0.449,4.0,11.0,0.361,31.3,67.6,0.463,19.4,25.1,0.774,12.3,28.3,40.6,20.7,7.4,4.2,16.8,22.9,93.9,82,38.2,80.6,0.474,4.4,13.2,0.333,33.8,67.4,0.502,18.7,24.3,0.769,11.8,28.5,40.3,23.6,8.8,6.3,15.0,23.3,99.5,25.3,0.52,-5.1,102.3,108.5,-6.2,91.0,0.32,0.139,0.524,0.474,15.8,30.1,0.247,0.502,14.1,70.6,0.231,General Motors Place,13899,0.0
Washington Wizards,2000,0.354,82,36.7,81.5,0.451,4.1,10.9,0.376,32.6,70.6,0.462,19.1,25.7,0.743,13.0,29.7,42.7,21.6,7.2,4.7,16.1,26.2,96.6,82,36.6,79.8,0.459,4.8,12.8,0.371,31.9,67.0,0.476,21.8,29.3,0.744,11.7,29.5,41.2,21.9,8.4,6.1,14.9,24.0,99.9,28.0,-0.19,-3.47,103.5,107.0,-3.5,92.7,0.315,0.133,0.521,0.476,14.8,30.6,0.234,0.489,13.9,71.7,0.273,MCI Center,15039,0.0
