Team,Year,W%,G,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PPG,OG,OFG,OFGA,OFG%,O3P,O3PA,O3P%,O2P,O2PA,O2P%,OFT,OFTA,OFT%,OORB,ODRB,OTRB,OAST,OSTL,OBLK,OTOV,OPF,OPPG,Age,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,OeFG%,OTOV%,DRB%,OFT/FGA,Arena,Attend./G,Champion
Oklahoma City Thunder,2012,0.712,66,37.3,79.2,0.471,7.2,20.0,0.358,30.2,59.3,0.509,21.3,26.4,0.806,11.0,32.7,43.7,18.5,7.5,8.2,16.3,20.5,103.1,66,36.4,85.3,0.427,6.4,18.7,0.342,30.1,66.6,0.451,17.7,23.0,0.768,12.7,28.6,41.3,19.9,8.2,4.9,14.2,20.0,96.9,25.1,0.32,6.44,109.8,103.2,6.6,93.0,0.334,0.252,0.567,0.516,15.3,27.8,0.269,0.465,13.0,72.1,0.207,Chesapeake Energy Arena,18203,0.5
Orlando Magic,2012,0.561,66,34.5,78.2,0.441,10.2,27.0,0.375,24.3,51.2,0.475,15.1,22.8,0.66,11.2,31.2,42.5,20.0,6.8,4.2,14.9,17.7,94.2,66,35.9,80.1,0.449,6.3,18.1,0.347,29.7,62.0,0.478,15.2,19.7,0.772,10.1,31.2,41.3,20.5,7.5,4.1,13.1,19.8,93.4,27.5,-0.33,0.46,105.0,104.1,0.9,89.0,0.292,0.346,0.533,0.506,14.5,26.5,0.193,0.488,12.9,75.5,0.19,Amway Center,18897,0.0
Philadelphia 76ers,2012,0.53,66,37.4,83.6,0.448,5.3,14.6,0.362,32.2,69.0,0.466,13.5,18.2,0.742,10.7,32.5,43.2,22.0,8.0,5.2,11.2,17.5,93.6,66,34.3,80.3,0.427,5.4,16.2,0.334,28.9,64.1,0.45,15.4,20.5,0.752,10.7,33.0,43.7,19.6,5.9,4.8,13.9,16.2,89.4,24.9,-0.65,3.59,103.9,99.2,4.7,89.7,0.217,0.175,0.511,0.48,10.9,24.4,0.161,0.46,13.5,75.2,0.192,Wells Fargo Center,17503,0.125
Phoenix Suns,2012,0.5,66,37.8,82.5,0.458,6.7,19.6,0.343,31.1,62.9,0.494,16.0,21.2,0.757,10.9,30.8,41.7,22.5,6.5,5.5,14.1,18.7,98.4,66,38.0,83.5,0.455,6.0,17.1,0.352,31.9,66.3,0.481,16.7,21.9,0.762,12.2,31.3,43.4,21.5,8.0,4.4,14.1,19.6,98.6,28.9,0.53,0.29,106.2,106.5,-0.3,92.6,0.257,0.238,0.536,0.499,13.3,25.8,0.194,0.491,13.1,71.7,0.2,US Airways Center,15598,0.0
Portland Trail Blazers,2012,0.424,66,36.4,82.1,0.443,7.2,20.9,0.346,29.2,61.1,0.477,17.2,21.6,0.796,11.1,29.5,40.7,20.4,8.0,4.9,14.2,19.0,97.2,66,37.5,81.0,0.463,6.7,18.4,0.363,30.8,62.6,0.492,16.1,21.5,0.747,11.1,31.2,42.3,21.1,7.6,4.8,14.9,19.8,97.8,27.5,0.41,-0.22,105.7,106.4,-0.7,91.2,0.263,0.255,0.531,0.488,13.4,26.3,0.209,0.504,14.1,72.8,0.199,Rose Garden Arena,20496,0.0
Sacramento Kings,2012,0.333,66,37.7,86.5,0.436,6.2,19.7,0.316,31.5,66.8,0.471,17.1,23.2,0.736,13.4,29.5,42.9,19.3,8.5,4.9,14.4,19.5,98.8,66,40.4,85.0,0.476,6.7,18.7,0.355,33.8,66.3,0.51,16.9,22.2,0.762,12.3,32.6,45.0,23.8,7.8,6.4,15.4,19.9,104.4,24.3,0.73,-4.95,103.8,109.8,-6.0,94.7,0.268,0.228,0.51,0.472,13.0,29.1,0.197,0.515,13.9,70.5,0.199,Power Balance Pavilion,14508,0.0
San Antonio Spurs,2012,0.758,66,39.6,82.8,0.478,8.4,21.3,0.393,31.2,61.5,0.507,16.2,21.6,0.748,10.3,32.6,43.0,23.2,7.4,4.4,13.6,17.3,103.7,66,38.1,84.2,0.452,6.2,17.7,0.353,31.8,66.6,0.478,14.1,18.7,0.756,10.3,30.9,41.2,19.6,7.4,5.0,13.7,18.8,96.5,27.5,0.11,7.28,110.9,103.2,7.7,92.9,0.261,0.257,0.562,0.528,12.8,25.1,0.195,0.489,12.9,76.0,0.168,AT&T Center,18397,0.25
Toronto Raptors,2012,0.348,66,34.4,78.1,0.44,5.5,16.3,0.34,28.8,61.8,0.467,16.4,21.4,0.77,10.6,31.4,42.0,20.9,6.5,4.9,15.2,23.2,90.7,66,33.8,77.7,0.435,6.1,18.5,0.328,27.8,59.2,0.469,20.2,27.2,0.744,10.3,30.3,40.5,20.1,7.2,4.9,13.2,18.4,94.0,25.7,-0.36,-3.67,100.8,104.5,-3.7,89.3,0.274,0.209,0.518,0.475,14.8,25.9,0.211,0.475,12.8,75.4,0.26,Air Canada Centre,16836,0.0
Utah Jazz,2012,0.545,66,38.2,83.8,0.456,4.1,12.8,0.323,34.1,71.0,0.48,19.1,25.3,0.754,13.0,31.1,44.2,21.8,8.3,5.8,14.2,21.8,99.7,66,36.4,80.5,0.453,6.5,19.1,0.34,29.9,61.4,0.488,19.7,26.2,0.754,11.0,30.1,41.2,20.5,7.5,5.7,14.7,20.7,99.0,25.6,0.3,0.92,106.8,106.1,0.7,91.4,0.302,0.153,0.525,0.481,13.0,30.2,0.227,0.493,13.8,73.8,0.245,EnergySolutions Arena,19307,0.0
Washington Wizards,2012,0.303,66,36.6,83.0,0.441,5.2,16.3,0.32,31.4,66.7,0.47,15.3,21.0,0.727,11.7,29.9,41.7,19.1,8.0,6.3,15.3,21.3,93.6,66,36.7,81.1,0.453,6.5,18.4,0.35,30.2,62.7,0.483,18.6,24.5,0.758,12.3,31.2,43.5,21.5,7.9,4.5,15.2,18.7,98.4,24.2,-0.34,-5.14,101.0,106.2,-5.2,92.5,0.253,0.196,0.508,0.472,14.2,27.3,0.184,0.492,14.2,70.9,0.229,Verizon Center,16728,0.0
