Team,Year,W%,G,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PPG,OG,OFG,OFGA,OFG%,O3P,O3PA,O3P%,O2P,O2PA,O2P%,OFT,OFTA,OFT%,OORB,ODRB,OTRB,OAST,OSTL,OBLK,OTOV,OPF,OPPG,Age,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,OeFG%,OTOV%,DRB%,OFT/FGA,Arena,Attend./G,Champion
Houston Rockets,2023,0.268,82,40.6,88.9,0.457,10.4,31.9,0.327,30.2,56.9,0.53,19.1,25.3,0.754,13.4,32.9,46.3,22.4,7.3,4.6,16.2,20.5,110.7,82,42.4,88.1,0.482,14.5,38.8,0.374,27.9,49.3,0.567,19.2,24.2,0.794,10.5,31.0,41.5,26.1,8.8,6.2,13.2,20.6,118.6,22.1,0.24,-7.62,111.4,119.3,-7.9,99.0,0.285,0.359,0.554,0.516,14.0,30.2,0.215,0.564,11.8,75.8,0.218,Toyota Center,16314,0.0
Indiana Pacers,2023,0.427,82,42.0,89.6,0.469,13.6,37.0,0.367,28.4,52.6,0.54,18.7,23.7,0.79,10.1,31.4,41.5,27.0,7.7,5.8,14.9,21.2,116.3,82,43.3,89.3,0.485,12.4,33.3,0.373,30.9,56.0,0.551,20.5,25.6,0.8,12.1,33.2,45.3,26.4,7.9,5.3,15.1,20.2,119.5,24.5,0.28,-2.91,114.6,117.7,-3.1,101.1,0.265,0.413,0.581,0.545,13.0,23.4,0.209,0.554,13.0,72.2,0.229,Gainbridge Fieldhouse,15648,0.0
Los Angeles Clippers,2023,0.537,82,41.1,86.1,0.477,12.7,33.4,0.381,28.4,52.7,0.539,18.7,23.9,0.781,9.8,33.4,43.2,23.9,7.1,4.4,14.2,19.5,113.6,82,41.8,88.3,0.474,12.2,33.4,0.365,29.6,54.9,0.539,17.2,22.3,0.771,10.2,32.9,43.1,25.0,7.8,4.2,13.0,19.6,113.1,29.7,-0.19,0.31,115.0,114.5,0.5,98.0,0.278,0.387,0.588,0.551,12.8,22.9,0.217,0.543,11.7,76.6,0.195,Crypto.com Arena,17574,0.0
Los Angeles Lakers,2023,0.524,82,42.9,89.0,0.482,10.8,31.2,0.346,32.1,57.8,0.555,20.6,26.6,0.775,10.0,35.7,45.7,25.3,6.4,4.6,14.1,17.9,117.2,82,44.0,93.9,0.469,12.5,36.5,0.344,31.5,57.4,0.548,16.1,20.8,0.773,11.1,33.8,44.9,25.7,7.6,5.1,12.6,21.5,116.6,27.9,-0.15,0.43,114.5,113.9,0.6,101.3,0.299,0.351,0.582,0.542,12.3,22.8,0.232,0.535,10.9,76.3,0.171,Crypto.com Arena,18614,0.25
Memphis Grizzlies,2023,0.622,82,43.7,92.1,0.475,12.0,34.2,0.351,31.7,57.9,0.548,17.5,23.8,0.733,12.0,34.6,46.6,26.0,8.3,5.8,13.6,20.0,116.9,82,40.7,89.8,0.453,13.0,36.6,0.355,27.7,53.3,0.521,18.5,23.5,0.787,11.0,33.4,44.4,26.4,6.8,5.2,15.1,20.0,113.0,24.4,-0.34,3.6,115.1,111.2,3.9,101.1,0.259,0.372,0.57,0.54,11.7,26.5,0.19,0.526,13.1,75.9,0.206,FedEx Forum,17264,0.0
Miami Heat,2023,0.537,82,39.2,85.3,0.46,12.0,34.8,0.344,27.3,50.5,0.54,19.1,23.0,0.831,9.7,30.9,40.6,23.8,8.0,3.0,13.5,18.5,109.5,82,40.1,83.2,0.482,13.1,35.8,0.367,27.0,47.4,0.569,16.5,21.1,0.781,8.9,33.0,41.8,25.6,7.0,3.8,15.7,20.0,109.8,27.7,0.18,-0.13,113.0,113.3,-0.3,96.3,0.27,0.408,0.574,0.53,12.4,22.8,0.224,0.561,14.5,77.7,0.198,Kaseya Center,19688,0.5
Milwaukee Bucks,2023,0.707,82,42.7,90.4,0.473,14.8,40.3,0.368,27.9,50.1,0.557,16.6,22.4,0.743,11.1,37.5,48.6,25.8,6.4,4.9,14.6,18.1,116.9,82,42.5,93.2,0.456,12.1,34.1,0.354,30.4,59.1,0.514,16.3,21.0,0.776,10.7,33.5,44.2,23.9,7.0,3.9,11.8,19.0,113.3,29.8,-0.02,3.61,115.4,111.9,3.5,100.5,0.248,0.446,0.583,0.555,12.7,25.0,0.184,0.52,10.4,77.8,0.175,Fiserv Forum,17531,0.0
Minnesota Timberwolves,2023,0.512,82,42.9,87.4,0.49,12.2,33.3,0.365,30.7,54.1,0.568,17.9,23.7,0.755,9.1,32.8,41.9,26.2,8.0,5.4,15.3,21.6,115.8,82,41.8,88.7,0.471,12.3,33.3,0.369,29.5,55.5,0.532,19.9,26.0,0.766,11.3,33.3,44.7,25.0,8.2,4.1,15.4,20.2,115.8,25.8,-0.18,-0.22,113.7,113.8,-0.1,101.0,0.271,0.381,0.592,0.56,13.6,21.5,0.205,0.54,13.3,74.3,0.225,Target Center,16769,0.0
New Orleans Pelicans,2023,0.512,82,42.0,87.6,0.48,11.0,30.1,0.364,31.1,57.5,0.541,19.3,24.4,0.793,10.6,33.1,43.7,25.9,8.3,4.1,14.6,20.5,114.4,82,40.9,86.6,0.472,12.2,36.0,0.339,28.7,50.6,0.567,18.4,23.6,0.779,9.7,32.1,41.8,24.9,7.3,4.7,15.0,20.4,112.5,25.9,-0.26,1.63,114.4,112.5,1.9,99.1,0.279,0.344,0.582,0.543,12.9,24.7,0.221,0.543,13.4,77.4,0.212,Smoothie King Center,16773,0.0
New York Knicks,2023,0.573,82,42.0,89.4,0.47,12.6,35.7,0.354,29.4,53.6,0.547,19.4,25.5,0.761,12.6,34.0,46.6,22.9,6.4,4.1,13.0,20.3,116.0,82,40.8,88.2,0.462,13.0,36.5,0.357,27.7,51.7,0.537,18.5,23.7,0.782,10.1,31.9,42.0,25.1,6.0,4.5,12.7,20.7,113.1,24.5,0.06,2.99,117.8,114.8,3.0,97.1,0.285,0.4,0.577,0.541,11.4,28.3,0.217,0.536,11.4,77.1,0.21,Madison Square Garden (IV),19393,0.125
Oklahoma City Thunder,2023,0.488,82,43.1,92.6,0.465,12.1,34.1,0.356,31.0,58.5,0.53,19.2,23.7,0.809,11.4,32.3,43.6,24.4,8.2,4.2,13.0,21.0,117.5,82,41.9,88.4,0.474,12.9,36.0,0.358,29.0,52.4,0.553,19.6,25.5,0.771,12.0,34.6,46.6,25.9,7.0,5.5,16.8,20.4,116.4,22.8,-0.12,0.96,115.2,114.2,1.0,101.1,0.256,0.369,0.57,0.531,11.2,24.7,0.207,0.547,14.4,72.9,0.222,Paycom Center,15534,0.0
Orlando Magic,2023,0.415,82,40.5,86.3,0.47,10.8,31.1,0.346,29.8,55.2,0.539,19.6,25.0,0.784,10.2,33.1,43.2,23.2,7.4,4.7,15.1,20.1,111.4,82,41.3,86.9,0.476,13.0,37.0,0.351,28.4,50.0,0.567,18.3,23.0,0.796,9.5,32.5,42.0,25.9,7.7,5.1,14.7,20.5,114.0,23.1,0.17,-2.39,111.6,114.2,-2.6,99.3,0.29,0.361,0.573,0.532,13.4,23.8,0.227,0.55,13.1,77.7,0.211,Amway Center,17766,0.0
Philadelphia 76ers,2023,0.659,82,40.8,83.8,0.487,12.6,32.6,0.387,28.2,51.2,0.551,21.0,25.1,0.835,8.7,32.2,40.9,25.2,7.7,4.7,13.7,20.4,115.2,82,40.4,85.4,0.473,11.6,33.4,0.348,28.8,52.1,0.553,18.5,23.7,0.781,9.5,31.6,41.2,24.2,6.6,4.6,14.3,19.6,110.9,28.2,0.06,4.37,117.7,113.3,4.4,96.9,0.3,0.389,0.608,0.563,12.6,21.6,0.25,0.541,13.0,77.2,0.217,Wells Fargo Center,20470,0.125
Phoenix Suns,2023,0.549,82,42.1,90.1,0.467,12.2,32.6,0.374,29.9,57.5,0.52,17.2,21.7,0.793,11.8,32.4,44.2,27.3,7.1,5.3,13.5,21.2,113.6,82,40.0,85.9,0.466,11.4,32.0,0.357,28.6,53.9,0.53,20.1,25.6,0.786,10.2,32.6,42.9,23.4,7.2,4.0,14.4,19.9,111.6,28.1,0.01,2.08,115.1,113.0,2.1,98.2,0.241,0.362,0.57,0.535,12.0,26.6,0.191,0.532,12.9,76.0,0.234,Footprint Center,17071,0.125
Portland Trail Blazers,2023,0.402,82,40.5,85.4,0.474,12.9,35.3,0.365,27.6,50.1,0.55,19.6,24.6,0.796,9.4,31.1,40.5,24.2,6.7,4.6,14.5,20.0,113.4,82,43.0,87.5,0.491,12.5,33.1,0.379,30.4,54.4,0.559,19.0,24.1,0.787,10.5,32.8,43.2,27.0,7.8,4.3,13.5,20.5,117.4,25.1,0.05,-3.96,114.8,118.8,-4.0,98.6,0.289,0.413,0.589,0.549,13.1,22.4,0.23,0.563,12.1,74.9,0.217,Moda Center,18716,0.0
Sacramento Kings,2023,0.585,82,43.6,88.2,0.494,13.8,37.3,0.369,29.8,50.9,0.586,19.8,25.1,0.79,9.5,32.9,42.5,27.3,7.0,3.4,13.5,19.7,120.7,82,43.8,88.9,0.492,12.5,33.4,0.373,31.3,55.5,0.564,18.1,23.0,0.787,9.7,32.5,42.2,26.7,7.3,4.2,14.2,20.9,118.1,25.4,-0.35,2.3,119.4,116.8,2.6,100.3,0.284,0.423,0.608,0.572,12.0,22.7,0.225,0.563,12.6,77.2,0.203,Golden 1 Center,17451,0.0
San Antonio Spurs,2023,0.268,82,43.1,92.6,0.465,11.1,32.2,0.345,32.0,60.4,0.529,15.8,21.2,0.743,11.8,31.9,43.7,27.2,7.0,3.9,15.3,19.9,113.0,82,46.1,91.0,0.507,12.6,32.3,0.391,33.5,58.6,0.571,18.2,23.7,0.77,10.7,34.3,45.0,26.8,8.1,5.3,13.8,18.5,123.1,23.9,0.22,-9.82,110.2,120.0,-9.8,101.6,0.229,0.348,0.554,0.525,13.0,25.6,0.17,0.576,12.0,74.9,0.201,AT&T Center,15508,0.0
Toronto Raptors,2023,0.5,82,41.9,91.3,0.459,10.7,32.0,0.335,31.1,59.3,0.525,18.4,23.4,0.784,12.7,30.3,43.0,23.9,9.4,5.2,11.7,20.0,112.9,82,40.4,82.3,0.491,12.2,32.6,0.374,28.2,49.7,0.567,18.4,23.1,0.797,9.2,33.0,42.3,26.2,6.0,4.6,16.7,19.6,111.4,25.8,0.12,1.59,115.5,114.0,1.5,97.1,0.257,0.351,0.555,0.517,10.3,27.8,0.201,0.565,15.3,76.7,0.223,Scotiabank Arena,19787,0.0
Utah Jazz,2023,0.451,82,42.5,89.8,0.473,13.3,37.8,0.353,29.2,52.0,0.56,18.7,23.8,0.786,11.8,34.1,45.9,26.0,6.1,5.2,15.4,20.5,117.1,82,43.4,91.6,0.473,12.5,34.5,0.361,30.9,57.1,0.54,18.8,24.3,0.776,11.2,32.2,43.5,25.0,7.8,4.9,12.6,20.5,118.0,26.5,-0.09,-1.03,115.8,116.7,-0.9,100.5,0.265,0.421,0.584,0.547,13.3,26.8,0.209,0.541,10.9,75.2,0.205,Vivint Arena,17762,0.0
Washington Wizards,2023,0.427,82,42.1,86.9,0.485,11.3,31.7,0.356,30.9,55.2,0.559,17.6,22.4,0.785,9.4,34.2,43.6,25.4,6.8,5.2,14.1,18.8,113.2,82,42.5,89.8,0.473,12.0,32.8,0.366,30.5,57.0,0.534,17.5,21.9,0.798,10.8,32.3,43.0,24.8,7.1,5.0,12.3,19.4,114.4,26.2,0.15,-1.06,114.4,115.6,-1.2,98.6,0.258,0.365,0.585,0.55,12.7,22.6,0.202,0.54,11.0,76.1,0.194,Capital One Arena,17329,0.0
