Team,Year,W%,G,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PPG,OG,OFG,OFGA,O3P,O3PA,O2P,O2PA,OFT,OFTA,OORB,ODRB,OAST,OSTL,OBLK,OTOV,OPF,OPPG,Age,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,OeFG%,OTOV%,DRB%,OFT/FGA,Arena,Attend./G,Champion
Houston Rockets,2018,0.793,82,38.7,84.2,15.3,42.3,23.4,41.9,19.6,25.1,9.0,34.5,21.5,8.5,4.8,13.8,19.5,112.4,82,39.6,85.6,10.1,28.8,29.5,56.7,14.6,19.6,8.7,33.4,22.4,7.4,4.4,14.6,20.4,103.9,29.8,-0.27,8.21,114.7,106.1,97.6,0.298,0.502,0.59,0.551,12.7,21.3,0.233,0.521,13.4,79.9,0.171,Toyota Center,17871,0.25
Indiana Pacers,2018,0.585,82,40.8,86.4,9.0,24.5,31.8,61.9,14.9,19.2,9.6,32.7,22.2,8.8,4.1,13.3,18.8,105.6,82,39.4,84.8,10.6,30.4,28.8,54.4,14.8,19.5,10.2,32.8,23.2,7.0,5.2,15.5,18.5,104.2,26.2,-0.2,1.18,109.5,108.1,96.0,0.222,0.284,0.557,0.525,12.3,22.7,0.173,0.527,14.2,76.2,0.174,Bankers Life Fieldhouse,16052,0.0
Los Angeles Clippers,2018,0.512,82,40.3,85.4,9.5,26.8,30.8,58.6,19.0,25.5,10.1,33.7,22.3,7.7,4.5,14.7,20.0,109.0,82,40.2,87.7,10.7,30.2,29.5,57.5,17.8,22.7,10.6,33.0,24.6,8.5,5.6,14.1,22.0,109.0,27.0,0.11,0.15,110.3,110.2,98.7,0.299,0.314,0.564,0.527,13.2,23.5,0.222,0.52,12.6,76.1,0.203,STAPLES Center,17020,0.0
Los Angeles Lakers,2018,0.427,82,40.7,88.4,10.0,29.1,30.7,59.3,16.6,23.3,10.7,35.7,23.8,7.7,4.7,15.8,21.2,108.1,82,41.0,89.9,10.4,30.1,30.6,59.8,17.1,22.5,10.2,34.6,23.6,8.3,5.5,14.3,20.5,109.6,23.7,0.11,-1.44,106.5,108.0,100.3,0.264,0.329,0.548,0.517,13.8,23.6,0.188,0.514,12.5,77.7,0.19,STAPLES Center,18935,0.0
Memphis Grizzlies,2018,0.268,82,36.7,82.8,9.2,26.2,27.5,56.5,16.6,21.1,9.5,31.0,21.5,7.5,4.8,15.0,23.2,99.3,82,37.1,80.3,10.7,29.0,26.5,51.3,20.6,26.8,9.5,33.0,22.1,8.1,5.1,14.8,20.4,105.5,26.0,0.39,-5.81,104.5,111.0,94.9,0.255,0.317,0.539,0.5,14.0,22.4,0.201,0.529,13.8,76.5,0.256,FedEx Forum,15948,0.0
Miami Heat,2018,0.537,82,38.8,85.3,11.0,30.6,27.8,54.8,14.7,19.5,9.3,34.2,22.7,7.6,5.3,14.4,20.1,103.4,82,37.7,83.8,9.6,26.6,28.1,57.2,18.0,23.0,9.1,34.0,21.0,7.5,4.6,14.1,19.4,102.9,26.5,-0.33,0.15,106.8,106.3,95.6,0.229,0.358,0.551,0.52,13.3,21.5,0.173,0.507,13.1,79.0,0.215,AmericanAirlines Arena,19630,0.0
Milwaukee Bucks,2018,0.537,82,39.7,83.0,8.8,24.7,31.0,58.3,18.3,23.4,8.4,31.5,23.2,8.8,5.4,13.8,21.4,106.5,82,39.1,83.7,10.1,27.1,29.0,56.6,18.4,23.5,10.0,32.8,23.6,7.1,4.5,15.6,19.9,106.8,25.9,-0.15,-0.45,109.8,110.1,96.2,0.281,0.297,0.571,0.531,12.9,20.4,0.22,0.528,14.2,75.9,0.22,BMO Harris Bradley Center,16856,0.0
Minnesota Timberwolves,2018,0.573,82,41.0,86.1,8.0,22.5,33.0,63.6,19.4,24.1,10.3,31.6,22.7,8.4,4.2,12.5,18.2,109.5,82,40.2,84.7,10.9,29.6,29.4,55.0,16.0,20.5,9.8,32.0,23.9,6.5,4.7,15.1,20.9,107.3,27.1,0.12,2.35,113.4,111.1,96.0,0.28,0.261,0.566,0.523,11.4,24.4,0.225,0.539,13.9,76.4,0.189,Target Center,17056,0.0
New Orleans Pelicans,2018,0.585,82,42.7,88.3,10.2,28.2,32.5,60.1,16.1,20.9,8.7,35.7,26.8,8.0,5.9,14.9,19.1,111.7,82,41.7,91.9,10.9,30.6,30.9,61.3,16.1,20.5,10.8,34.7,23.7,8.2,4.2,14.5,20.4,110.4,27.6,0.18,1.48,109.6,108.3,100.5,0.237,0.319,0.573,0.541,13.3,20.0,0.183,0.513,12.5,76.7,0.175,Smoothie King Center,16437,0.125
New York Knicks,2018,0.354,82,40.7,87.7,8.2,23.3,32.5,64.4,14.9,19.0,10.5,33.6,23.3,6.7,5.1,14.7,20.5,104.5,82,39.4,86.3,11.2,30.4,28.2,55.9,18.0,23.2,10.2,33.0,24.0,8.2,4.7,13.4,18.4,108.0,26.3,0.03,-3.53,107.1,110.7,96.8,0.216,0.266,0.544,0.51,13.3,24.1,0.17,0.522,12.2,76.7,0.208,Madison Square Garden (IV),19332,0.0
Oklahoma City Thunder,2018,0.585,82,39.9,88.1,10.7,30.4,29.1,57.7,17.3,24.2,12.5,32.6,21.3,9.1,5.0,14.0,20.2,107.9,82,38.5,84.0,11.2,30.6,27.3,53.4,16.2,21.1,9.5,32.6,23.3,7.7,4.6,16.0,21.3,104.4,27.3,0.0,3.42,110.7,107.2,96.7,0.275,0.345,0.546,0.514,12.4,27.7,0.197,0.525,14.7,77.4,0.193,Chesapeake Energy Arena,18203,0.0
Orlando Magic,2018,0.305,82,38.8,85.9,10.3,29.3,28.5,56.5,15.5,20.5,8.8,32.8,23.4,7.6,4.9,14.5,19.3,103.4,82,40.9,87.5,10.0,27.6,30.9,60.0,16.4,21.2,10.6,35.3,24.4,7.8,4.9,14.2,19.0,108.2,25.6,-0.1,-4.92,105.2,110.1,98.1,0.238,0.342,0.545,0.512,13.3,20.0,0.18,0.525,12.8,75.6,0.187,Amway Center,17915,0.0
Philadelphia 76ers,2018,0.634,82,40.8,86.6,11.0,29.8,29.9,56.7,17.1,22.8,10.9,36.5,27.1,8.3,5.1,16.5,22.1,109.8,82,38.0,87.6,10.1,29.6,27.9,58.0,19.1,25.6,10.0,32.2,21.7,8.5,5.1,14.3,20.4,105.3,25.8,-0.2,4.3,109.5,105.0,99.8,0.263,0.344,0.568,0.535,14.6,25.3,0.198,0.492,12.6,78.6,0.218,Wells Fargo Center,20361,0.125
Phoenix Suns,2018,0.256,82,38.5,87.1,9.3,27.9,29.1,59.2,17.7,23.9,10.3,33.9,21.3,6.9,4.5,15.7,22.0,103.9,82,41.8,88.7,10.9,29.2,30.9,59.5,18.8,24.6,10.4,35.4,23.3,8.7,6.0,13.4,20.9,113.3,23.7,0.57,-8.8,103.5,112.8,100.3,0.275,0.32,0.532,0.495,13.9,22.5,0.203,0.533,11.9,76.5,0.212,Talking Stick Resort Arena,16843,0.0
Portland Trail Blazers,2018,0.598,82,39.3,87.0,10.3,28.1,29.0,58.8,16.7,20.9,10.2,35.3,19.5,7.0,5.2,13.5,19.5,105.6,82,38.4,85.9,9.7,26.6,28.7,59.3,16.6,22.0,9.3,33.6,20.2,7.3,5.1,12.6,19.1,103.0,25.6,0.0,2.6,109.1,106.4,96.5,0.24,0.324,0.549,0.511,12.3,23.3,0.192,0.503,11.7,79.1,0.193,Moda Center,19409,0.0
Sacramento Kings,2018,0.329,82,38.8,86.1,9.0,24.0,29.8,62.1,12.3,16.7,9.5,31.4,21.6,7.8,4.1,13.7,20.0,98.8,82,38.7,82.4,11.9,31.5,26.8,50.9,16.4,21.5,9.1,34.7,23.6,7.8,4.7,14.3,17.3,105.8,26.4,0.39,-6.6,103.7,111.1,94.9,0.194,0.278,0.529,0.502,12.8,21.5,0.143,0.542,13.5,77.6,0.199,Golden 1 Center,17431,0.0
San Antonio Spurs,2018,0.573,82,39.0,85.4,8.5,24.1,30.6,61.2,16.1,20.9,10.4,33.9,22.8,7.7,5.6,13.1,17.2,102.7,82,38.2,84.3,9.1,26.3,29.0,58.0,14.3,18.9,9.2,33.3,21.8,7.6,3.9,14.1,19.7,99.8,29.3,0.0,2.89,107.9,104.8,95.0,0.245,0.282,0.543,0.507,12.2,23.7,0.189,0.507,13.2,78.6,0.17,AT&T Center,18404,0.0
Toronto Raptors,2018,0.72,82,41.3,87.4,11.8,33.0,29.5,54.4,17.3,21.8,9.8,34.2,24.3,7.6,6.1,13.4,21.7,111.7,82,38.4,85.6,8.9,25.0,29.5,60.6,18.2,23.7,9.8,32.6,21.8,7.2,4.9,14.3,19.9,103.9,25.8,-0.49,7.29,113.8,105.9,97.4,0.25,0.377,0.575,0.539,12.1,23.0,0.198,0.501,13.0,77.7,0.212,Air Canada Centre,19840,0.125
Utah Jazz,2018,0.585,82,38.3,82.9,10.8,29.6,27.5,53.3,16.8,21.5,9.0,34.2,22.4,8.6,5.1,14.7,19.6,104.1,82,37.3,83.0,9.5,26.0,27.8,57.0,15.8,20.5,8.7,33.0,20.0,8.3,4.6,14.9,20.5,99.8,26.7,0.17,4.47,108.4,103.9,95.7,0.26,0.357,0.564,0.527,13.7,21.5,0.202,0.506,14.0,79.8,0.19,Vivint Smart Home Arena,17922,0.125
Washington Wizards,2018,0.524,82,39.9,85.6,9.9,26.5,30.0,59.1,16.8,21.8,10.0,33.1,25.2,7.9,4.3,14.6,21.3,106.6,82,39.0,84.4,10.2,29.2,28.8,55.2,17.9,23.5,9.8,32.7,22.3,7.8,4.7,14.9,20.0,106.0,26.9,-0.06,0.53,109.3,108.7,96.6,0.254,0.31,0.56,0.525,13.3,23.5,0.196,0.522,13.6,77.1,0.212,Capital One Arena,18032,0.0
