Team,Year,W%,G,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PPG,OG,OFG,OFGA,O3P,O3PA,O2P,O2PA,OFT,OFTA,OORB,ODRB,OAST,OSTL,OBLK,OTOV,OPF,OPPG,Age,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,OeFG%,OTOV%,DRB%,OFT/FGA,Arena,Attend./G,Champion
Los Angeles Clippers,1995,0.207,82,37.3,84.0,4.0,12.8,33.3,71.2,18.0,25.4,13.0,25.3,22.0,9.6,5.3,16.3,26.2,96.7,82,39.1,78.9,4.7,12.8,34.4,66.1,22.9,30.5,13.2,30.9,23.4,8.5,5.6,18.4,23.2,105.8,24.9,0.73,-8.43,101.5,111.1,94.3,0.302,0.153,0.508,0.468,14.6,29.6,0.214,0.526,16.6,65.7,0.29,Los Angeles Memorial Sports Arena,9333,0.0
Los Angeles Lakers,1995,0.585,82,40.0,86.4,6.4,18.2,33.6,68.2,18.6,25.3,13.7,28.2,25.3,9.1,6.9,15.2,23.6,105.1,82,40.2,86.0,5.6,15.8,34.7,70.2,19.3,27.2,15.6,30.2,26.9,7.9,6.0,17.0,22.0,105.3,25.9,0.21,-0.01,109.1,109.4,95.2,0.292,0.21,0.539,0.5,13.4,31.3,0.215,0.5,14.8,64.4,0.224,Great Western Forum,14418,0.125
Miami Heat,1995,0.39,82,38.3,82.2,5.3,14.4,33.0,67.8,19.1,26.0,13.3,27.7,21.7,8.1,3.6,15.7,24.4,101.1,82,37.7,80.1,6.2,17.3,31.5,62.8,21.1,28.5,12.6,28.7,22.7,8.0,4.7,16.2,23.1,102.8,27.1,-0.21,-1.85,108.2,109.9,92.9,0.317,0.175,0.54,0.499,14.4,31.7,0.233,0.51,14.9,68.7,0.264,Miami Arena,14604,0.0
Milwaukee Bucks,1995,0.415,82,36.9,80.3,6.0,16.5,30.8,63.9,19.6,27.5,13.0,26.7,21.2,8.2,4.4,17.0,22.7,99.3,82,39.6,80.4,6.0,15.1,33.6,65.2,18.5,25.4,12.4,28.5,25.6,9.4,5.0,16.6,24.1,103.7,25.7,0.07,-4.3,106.2,110.9,92.7,0.343,0.205,0.537,0.496,15.5,31.3,0.244,0.53,15.3,68.3,0.23,Bradley Center,16359,0.0
Minnesota Timberwolves,1995,0.256,82,34.0,75.8,3.9,12.4,30.2,63.5,22.2,28.7,10.8,25.5,21.7,7.4,4.9,17.1,25.3,94.2,82,37.7,79.4,5.7,15.2,32.0,64.2,22.2,30.4,14.3,28.1,25.2,8.6,6.2,16.1,24.2,103.2,25.4,0.78,-8.22,102.6,112.4,91.4,0.379,0.163,0.532,0.475,16.2,27.7,0.293,0.51,14.8,64.1,0.28,Target Center,14720,0.0
New Jersey Nets,1995,0.366,82,35.8,82.2,5.0,15.8,30.8,66.4,21.3,28.1,14.8,31.3,23.0,6.6,6.7,15.9,22.5,98.1,82,38.8,84.2,5.4,14.3,33.4,69.9,18.2,25.3,12.9,29.7,22.3,8.9,5.4,13.5,23.3,101.2,27.5,-0.14,-3.28,105.2,108.6,92.3,0.342,0.192,0.519,0.467,14.4,33.3,0.26,0.493,12.4,70.9,0.217,Brendan Byrne Arena,16685,0.0
New York Knicks,1995,0.671,82,36.4,78.0,6.5,17.6,29.9,60.3,18.9,25.8,11.3,30.2,25.1,7.2,4.7,15.9,25.6,98.2,82,34.1,78.2,4.8,14.2,29.3,64.0,22.0,29.9,12.5,28.3,19.3,7.8,4.0,15.4,23.3,95.1,29.4,-0.33,2.78,107.2,103.8,91.2,0.331,0.226,0.55,0.508,15.1,28.6,0.243,0.468,14.4,70.8,0.281,Madison Square Garden (IV),19763,0.125
Orlando Magic,1995,0.695,82,42.2,84.1,6.4,17.2,35.8,66.9,20.1,30.1,14.0,30.0,27.8,8.2,6.0,15.8,21.0,110.9,82,39.5,86.5,5.7,15.1,33.8,71.4,19.0,25.7,13.9,27.1,24.2,8.5,4.5,15.0,23.8,103.8,26.6,-0.62,6.44,115.1,107.8,95.1,0.357,0.205,0.569,0.539,14.0,34.0,0.239,0.49,13.3,68.4,0.22,Orlando Arena,16010,0.5
Philadelphia 76ers,1995,0.293,82,36.0,80.2,4.3,11.4,31.6,68.8,19.1,25.9,13.5,27.2,19.1,7.8,7.0,16.5,22.4,95.4,82,37.8,81.3,5.7,15.7,32.1,65.6,19.1,25.1,13.9,28.3,24.3,8.7,5.1,15.8,22.7,100.4,25.1,0.01,-5.06,104.1,109.7,91.0,0.323,0.142,0.521,0.475,15.3,32.3,0.238,0.5,14.6,66.1,0.235,CoreStates Spectrum,12386,0.0
Phoenix Suns,1995,0.72,82,40.9,85.0,7.1,19.3,33.8,65.6,21.7,28.7,12.5,29.3,26.8,8.4,3.8,14.2,22.4,110.6,82,40.5,84.9,6.4,18.8,34.1,66.1,19.4,26.1,12.7,29.6,26.2,8.0,4.8,15.7,24.7,106.8,29.2,-0.02,3.86,114.5,110.4,95.9,0.338,0.227,0.567,0.524,12.7,29.7,0.255,0.515,14.0,69.8,0.228,America West Arena,19023,0.125
Portland Trail Blazers,1995,0.537,82,39.2,87.0,5.6,15.4,33.6,71.6,19.0,27.2,16.5,29.8,22.5,8.1,5.7,14.8,24.7,103.1,82,36.0,78.8,5.4,14.5,30.6,64.3,21.9,29.0,10.8,28.0,21.8,7.8,4.9,15.9,23.6,99.2,29.3,-0.02,3.8,109.7,105.7,93.8,0.313,0.177,0.521,0.483,13.0,37.1,0.218,0.491,14.8,73.5,0.277,Memorial Coliseum,12888,0.0
Sacramento Kings,1995,0.476,82,36.9,78.8,4.4,12.6,32.5,66.2,20.1,28.3,13.1,28.4,22.2,7.9,5.6,17.7,24.9,98.2,82,36.1,79.9,4.6,15.1,31.5,64.7,22.4,30.2,14.0,27.7,22.2,9.2,6.3,16.4,24.8,99.2,26.4,0.26,-0.74,105.5,106.5,92.3,0.359,0.16,0.538,0.496,16.2,32.1,0.255,0.481,15.0,67.0,0.28,ARCO Arena (II),17317,0.0
San Antonio Spurs,1995,0.756,82,39.5,81.5,5.3,14.1,34.2,67.4,22.4,30.3,12.5,32.5,23.4,8.0,5.6,15.2,22.8,106.6,82,38.6,85.0,5.2,15.3,33.4,69.8,18.2,25.5,12.4,28.1,22.9,7.7,5.0,14.4,25.2,100.6,29.0,-0.06,5.9,111.7,105.4,94.6,0.372,0.173,0.562,0.516,13.8,30.9,0.275,0.485,13.0,72.3,0.214,Alamodome,22449,0.25
Seattle SuperSonics,1995,0.695,82,40.4,82.2,6.0,15.9,34.4,66.3,23.7,31.3,13.0,28.5,25.8,11.2,4.8,15.8,25.2,110.4,82,36.7,80.9,6.3,18.5,30.3,62.5,22.5,30.7,13.0,26.9,22.5,8.0,6.0,18.1,24.7,102.2,28.7,-0.27,7.91,114.8,106.3,95.5,0.38,0.194,0.575,0.527,14.1,32.6,0.288,0.492,16.1,68.7,0.278,Tacoma Dome,15454,0.0
Utah Jazz,1995,0.732,82,39.5,77.3,3.7,9.8,35.9,67.5,23.6,30.3,10.7,29.4,27.5,9.2,4.8,15.7,24.9,106.4,82,34.7,76.6,6.7,17.5,28.0,59.2,22.4,30.2,11.2,25.9,20.9,7.9,5.2,16.5,25.0,98.4,29.6,-0.23,7.76,114.3,105.7,92.6,0.392,0.126,0.587,0.535,14.8,29.1,0.306,0.496,15.5,72.5,0.292,Delta Center,19784,0.0
Washington Bullets,1995,0.256,82,38.7,84.1,5.3,15.4,33.5,68.7,17.8,24.5,12.7,27.1,21.3,7.9,4.9,15.9,23.8,100.5,82,39.6,82.5,5.3,14.0,34.2,68.6,21.6,28.2,13.5,30.7,23.9,8.5,5.4,16.6,21.6,106.1,24.5,0.04,-5.56,105.4,111.3,94.5,0.292,0.183,0.529,0.492,14.3,29.3,0.211,0.512,14.9,66.7,0.262,USAir Arena,17255,0.0
