Team,Year,W%,G,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PPG,OG,OFG,OFGA,O3P,O3PA,O2P,O2PA,OFT,OFTA,OORB,ODRB,OAST,OSTL,OBLK,OTOV,OPF,OPPG,Age,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,OeFG%,OTOV%,DRB%,OFT/FGA,Arena,Attend./G,Champion
Indiana Pacers,2006,0.5,82,34.0,76.5,6.5,18.7,27.4,57.8,19.4,26.3,11.0,31.2,19.9,7.3,5.0,15.3,22.2,93.9,82,34.5,79.3,4.5,13.2,30.0,66.1,18.4,25.1,11.8,29.5,18.5,8.1,4.9,13.6,22.0,92.0,27.3,-0.27,1.62,104.5,102.4,89.7,0.344,0.245,0.533,0.487,14.8,27.1,0.254,0.464,13.0,72.6,0.232,Conseco Fieldhouse,16180,0.0
Los Angeles Clippers,2006,0.573,82,36.5,78.6,3.5,10.3,33.0,68.3,20.7,26.1,10.1,33.0,20.8,6.5,6.1,14.5,22.8,97.2,82,35.2,81.0,5.8,16.7,29.4,64.3,19.4,26.5,10.5,29.7,21.5,7.0,4.3,12.8,21.7,95.6,26.8,0.18,1.75,105.3,103.6,91.7,0.332,0.131,0.54,0.487,13.8,25.4,0.263,0.471,12.2,75.9,0.24,STAPLES Center,17376,0.125
Los Angeles Lakers,2006,0.549,82,36.5,80.6,6.7,19.3,29.8,61.3,19.7,26.5,11.8,30.3,21.1,7.7,4.3,13.9,23.1,99.4,82,35.9,79.8,5.8,16.4,30.1,63.5,19.3,25.9,10.9,29.3,21.1,6.5,4.3,14.1,23.5,96.9,25.1,0.03,2.53,108.4,105.7,90.9,0.329,0.24,0.539,0.495,13.1,28.8,0.245,0.486,13.4,73.6,0.242,STAPLES Center,18883,0.0
Memphis Grizzlies,2006,0.598,82,33.5,74.7,7.2,19.2,26.3,55.5,18.0,25.3,10.2,29.0,19.3,7.3,5.4,13.8,21.4,92.2,82,32.8,75.3,5.0,14.9,27.8,60.4,17.9,23.7,11.3,29.3,19.6,7.3,5.6,14.8,22.8,88.5,28.1,0.05,3.74,105.9,101.6,86.3,0.339,0.258,0.537,0.496,13.9,25.8,0.241,0.469,14.7,72.0,0.237,FedEx Forum,15793,0.0
Miami Heat,2006,0.634,82,37.1,77.5,6.1,17.6,31.0,59.9,19.7,28.2,10.5,32.6,20.6,6.4,5.4,14.5,22.8,99.9,82,35.0,79.6,6.0,16.6,29.0,63.0,20.0,27.1,10.1,28.8,19.5,6.8,3.6,13.0,23.6,96.0,29.2,-0.27,3.59,108.7,104.5,91.6,0.363,0.227,0.556,0.517,13.9,26.7,0.254,0.477,12.4,76.4,0.251,AmericanAirlines Arena,19955,1.0
Milwaukee Bucks,2006,0.488,82,36.3,80.1,6.2,16.3,30.1,63.8,19.0,25.8,11.3,29.9,21.6,7.3,3.3,14.6,23.2,97.8,82,36.2,77.8,6.0,16.9,30.3,61.0,20.4,27.3,10.1,30.2,22.5,7.4,5.0,14.4,23.6,98.8,25.5,-0.04,-1.07,106.3,107.4,91.2,0.322,0.203,0.535,0.492,13.8,27.3,0.238,0.504,13.8,74.6,0.262,Bradley Center,16618,0.0
Minnesota Timberwolves,2006,0.402,82,35.2,77.3,3.8,11.5,31.4,65.8,17.5,23.1,9.9,29.5,20.9,6.8,5.7,14.5,23.0,91.7,82,34.8,79.0,5.5,15.0,29.3,64.0,18.6,25.3,11.9,29.4,19.0,6.6,4.6,13.9,21.2,93.6,26.7,0.13,-1.75,102.4,104.5,88.8,0.299,0.149,0.524,0.48,14.2,25.2,0.226,0.475,13.4,71.3,0.236,Target Center,16150,0.0
New Jersey Nets,2006,0.598,82,33.9,77.0,5.8,17.6,28.1,59.4,20.2,26.7,10.0,31.0,23.0,6.8,3.4,13.6,23.2,93.8,82,33.3,75.9,5.7,16.3,27.6,59.6,20.2,27.2,9.6,31.7,20.0,7.2,4.0,14.4,23.0,92.4,28.6,-0.26,1.11,103.9,102.4,89.8,0.346,0.229,0.528,0.478,13.3,24.0,0.262,0.476,14.0,76.3,0.266,Continental Airlines Arena,16867,0.125
New Orleans/Oklahoma City Hornets,2006,0.463,82,34.5,78.4,3.7,10.8,30.9,67.6,20.1,26.5,11.2,29.0,18.5,7.5,3.8,13.4,21.8,92.8,82,35.2,76.7,6.7,18.1,28.5,58.5,18.7,24.6,10.5,30.5,19.3,6.4,5.3,14.6,23.3,95.6,26.3,0.31,-2.51,103.7,106.8,89.0,0.339,0.138,0.515,0.464,12.9,26.9,0.257,0.502,14.3,73.4,0.243,Ford Center,18717,0.0
New York Knicks,2006,0.28,82,34.4,75.7,3.9,10.8,30.5,64.9,22.9,31.5,12.6,28.8,17.9,6.8,3.3,17.7,26.3,95.6,82,36.2,77.5,6.9,18.2,29.3,59.3,22.8,30.2,10.8,27.8,21.3,8.2,5.3,14.1,25.4,102.0,25.6,0.11,-6.3,104.0,111.0,90.8,0.417,0.142,0.534,0.481,16.5,31.2,0.303,0.511,13.4,72.8,0.294,Madison Square Garden (IV),18931,0.0
Orlando Magic,2006,0.439,82,35.5,75.2,3.6,9.7,31.9,65.5,20.3,27.8,10.9,29.3,18.2,6.5,4.4,15.1,23.3,94.9,82,35.0,77.2,5.6,15.7,29.4,61.5,20.4,27.9,11.1,27.3,20.0,7.5,4.7,13.4,23.2,96.0,25.5,-0.18,-1.26,106.3,107.5,88.3,0.369,0.129,0.543,0.496,14.7,28.5,0.27,0.49,13.0,72.5,0.264,TD Waterhouse Centre,15561,0.0
Philadelphia 76ers,2006,0.463,82,36.6,79.8,4.6,12.6,32.0,67.3,21.6,28.4,10.6,29.6,20.2,7.9,4.9,14.1,20.9,99.4,82,37.8,81.7,6.1,17.3,31.7,64.4,19.6,25.7,11.9,30.9,23.0,7.7,4.7,15.5,23.1,101.3,26.5,-0.15,-2.1,106.0,108.1,92.7,0.356,0.158,0.538,0.487,13.3,25.6,0.27,0.5,14.3,71.3,0.24,Wachovia Center,16519,0.0
Phoenix Suns,2006,0.659,82,41.8,87.4,10.2,25.6,31.6,61.8,14.5,18.0,9.5,32.3,26.6,6.7,5.0,13.3,20.5,108.4,82,39.5,87.1,6.3,17.4,33.3,69.7,17.4,23.9,12.5,33.4,18.9,7.2,3.4,14.9,19.8,102.8,27.5,-0.07,5.48,111.5,105.8,95.8,0.206,0.293,0.568,0.537,12.2,22.1,0.166,0.49,13.2,72.1,0.2,America West Arena,17809,0.25
Portland Trail Blazers,2006,0.256,82,34.0,76.4,4.4,12.7,29.6,63.7,16.3,23.7,10.8,26.9,18.2,6.5,5.3,14.7,22.3,88.8,82,37.0,78.9,6.1,15.9,30.9,63.0,18.3,24.0,12.5,29.8,21.2,7.2,4.9,12.9,20.8,98.3,24.6,0.54,-8.91,101.1,111.9,87.6,0.31,0.166,0.511,0.474,14.5,26.6,0.214,0.507,12.6,68.2,0.231,Rose Garden Arena,15049,0.0
Sacramento Kings,2006,0.537,82,36.0,79.3,6.0,17.2,30.0,62.1,20.8,26.5,10.4,30.2,22.3,7.4,3.6,14.6,20.4,98.9,82,37.2,82.0,5.6,16.0,31.6,66.0,17.2,23.1,11.6,30.5,21.1,8.0,4.9,14.6,23.0,97.3,27.2,0.07,1.61,106.7,105.0,91.9,0.334,0.217,0.544,0.492,13.9,25.4,0.262,0.488,13.7,72.2,0.21,ARCO Arena (II),17317,0.0
San Antonio Spurs,2006,0.768,82,36.5,77.3,6.4,16.6,30.1,60.7,16.2,23.1,10.4,31.1,20.9,6.6,5.7,13.7,20.9,95.6,82,33.9,78.3,3.7,10.8,30.3,67.5,17.2,23.3,10.8,29.5,16.3,7.3,4.2,13.9,20.8,88.8,29.8,-0.13,6.69,107.3,99.6,88.5,0.298,0.215,0.546,0.513,13.6,26.0,0.209,0.457,13.5,74.2,0.22,SBC Center,18797,0.125
Seattle SuperSonics,2006,0.427,82,37.5,81.8,7.4,19.9,30.1,62.0,20.1,25.7,12.4,27.2,20.7,7.6,3.7,14.7,23.6,102.6,82,39.0,80.4,6.6,17.6,32.4,62.8,20.9,27.5,12.2,28.2,24.1,7.3,4.9,14.6,22.2,105.6,25.6,0.15,-2.88,111.1,114.4,91.6,0.314,0.243,0.551,0.504,13.7,30.4,0.246,0.527,13.6,69.0,0.26,KeyArena at Seattle Center,16199,0.0
Toronto Raptors,2006,0.329,82,36.7,81.0,7.4,19.8,29.3,61.2,20.2,25.5,10.5,27.9,19.4,6.5,3.3,13.1,24.0,101.1,82,38.6,78.6,6.2,16.6,32.4,62.0,20.7,27.6,10.2,31.0,23.6,6.3,4.4,14.2,22.4,104.0,25.9,-0.04,-3.03,109.5,112.7,91.1,0.315,0.244,0.548,0.5,12.4,25.4,0.249,0.53,13.5,73.3,0.263,Air Canada Centre,17057,0.0
Utah Jazz,2006,0.5,82,33.5,75.7,3.8,11.3,29.7,64.4,21.6,30.1,13.1,29.0,21.6,6.4,6.0,15.7,24.8,92.4,82,33.3,74.1,6.0,15.8,27.3,58.3,22.4,30.1,10.6,27.3,18.4,8.1,5.6,14.2,25.7,95.0,25.6,0.14,-2.49,104.1,107.0,87.8,0.397,0.149,0.519,0.467,15.0,32.4,0.286,0.49,14.0,73.2,0.303,Delta Center,18332,0.0
Washington Wizards,2006,0.512,82,36.3,81.2,6.1,17.0,30.2,64.2,23.0,30.4,12.6,28.6,18.6,8.0,4.1,13.9,22.6,101.7,82,36.8,79.0,6.1,16.8,30.6,62.2,20.2,27.1,11.8,30.2,21.5,6.5,4.2,16.2,25.3,99.8,26.5,-0.29,1.57,109.3,107.3,92.3,0.375,0.209,0.538,0.484,12.8,29.5,0.284,0.504,15.1,70.9,0.256,MCI Center,17197,0.0
