Team,Year,W%,G,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PPG,OG,OFG,OFGA,O3P,O3PA,O2P,O2PA,OFT,OFTA,OORB,ODRB,OAST,OSTL,OBLK,OTOV,OPF,OPPG,Age,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,OeFG%,OTOV%,DRB%,OFT/FGA,Arena,Attend./G,Champion
Minnesota Timberwolves,2014,0.488,82,38.9,87.5,7.3,21.4,31.6,66.1,21.8,28.1,12.5,32.2,23.9,8.8,3.6,13.9,18.3,106.9,82,40.5,86.0,8.1,22.2,32.4,63.8,15.2,20.1,11.1,33.1,22.9,7.9,5.6,16.4,23.6,104.3,26.3,0.43,3.1,108.9,106.2,97.3,0.321,0.245,0.535,0.486,12.2,27.4,0.249,0.518,14.8,74.4,0.177,Target Center,14565,0.0
New Orleans Pelicans,2014,0.415,82,37.8,82.5,5.9,15.9,31.9,66.6,18.2,23.6,11.4,30.3,21.3,7.9,6.4,13.8,22.6,99.7,82,37.3,80.1,8.0,22.3,29.3,57.8,20.0,26.5,10.7,31.0,22.5,7.0,6.1,14.5,20.3,102.4,24.3,0.73,-1.98,107.2,110.1,92.2,0.286,0.193,0.537,0.495,12.9,26.9,0.22,0.515,13.6,73.8,0.249,Smoothie King Center,16391,0.0
New York Knicks,2014,0.451,82,36.9,82.2,9.3,24.9,27.7,57.3,15.5,20.4,10.6,29.7,20.0,7.7,4.5,13.0,22.1,98.6,82,35.8,78.1,8.7,23.4,27.1,54.6,19.1,25.0,10.3,31.7,19.7,6.3,3.4,14.5,19.6,99.4,28.3,-0.61,-1.4,108.3,109.1,90.3,0.248,0.302,0.541,0.505,12.5,25.1,0.189,0.514,14.0,74.3,0.245,Madison Square Garden (IV),19812,0.0
Oklahoma City Thunder,2014,0.72,82,39.0,82.7,8.1,22.4,30.9,60.3,20.2,25.0,10.8,33.9,21.9,8.3,6.1,15.3,22.7,106.2,82,36.4,83.4,8.6,24.0,27.8,59.4,18.4,25.4,11.0,30.0,21.8,8.2,3.6,15.2,20.4,99.8,26.2,0.32,6.66,110.5,103.9,95.4,0.303,0.271,0.566,0.52,14.0,26.5,0.244,0.488,13.9,75.6,0.221,Chesapeake Energy Arena,18203,0.25
Orlando Magic,2014,0.28,82,36.9,82.7,6.9,19.5,30.0,63.3,15.9,20.9,9.7,32.4,21.0,7.7,4.3,14.9,20.5,96.5,82,38.1,83.7,8.0,21.7,30.1,62.0,17.7,22.9,10.5,33.5,22.5,7.1,5.4,14.0,18.3,102.0,24.6,-0.44,-5.88,101.7,107.4,93.6,0.253,0.235,0.525,0.487,13.9,22.4,0.193,0.504,13.0,75.5,0.211,Amway Center,16245,0.0
Philadelphia 76ers,2014,0.232,82,37.9,87.2,7.0,22.5,30.9,64.7,16.6,23.4,11.6,31.2,21.8,9.3,4.0,16.9,22.5,99.5,82,40.0,85.1,9.0,24.4,31.0,60.7,20.8,27.6,11.9,35.0,26.1,9.0,6.8,17.0,20.6,109.9,23.4,-0.21,-10.66,99.4,109.9,99.2,0.268,0.258,0.51,0.475,14.8,24.8,0.19,0.524,14.9,72.4,0.244,Wells Fargo Center,13869,0.0
Phoenix Suns,2014,0.585,82,38.7,83.5,9.3,25.1,29.4,58.4,18.5,24.4,11.3,31.7,19.1,8.4,4.6,15.3,21.9,105.2,82,38.0,83.4,6.8,19.9,31.2,63.5,19.8,25.8,11.3,31.5,20.3,7.5,4.0,15.3,21.3,102.6,26.2,0.39,3.02,109.5,106.7,95.8,0.293,0.3,0.558,0.519,14.0,26.4,0.222,0.496,13.9,73.7,0.237,US Airways Center,15872,0.0
Portland Trail Blazers,2014,0.659,82,39.1,87.0,9.4,25.3,29.7,61.7,19.1,23.5,12.5,34.0,23.2,5.5,4.7,13.7,19.2,106.7,82,39.6,87.8,6.5,18.3,33.1,69.5,17.0,22.2,11.5,32.0,20.4,7.8,3.7,12.0,20.7,102.8,25.8,0.45,4.44,111.5,107.4,94.9,0.27,0.29,0.548,0.504,12.4,28.0,0.22,0.488,11.0,74.7,0.194,Moda Center,19747,0.125
Sacramento Kings,2014,0.341,82,36.9,82.5,6.0,18.0,30.9,64.5,20.7,27.3,12.1,32.4,18.9,7.2,3.9,15.2,22.5,100.5,82,37.8,82.1,8.5,22.4,29.4,59.8,19.2,26.1,9.9,31.3,23.5,7.8,5.6,13.6,23.1,103.4,24.9,0.82,-2.08,105.7,108.8,94.4,0.331,0.218,0.532,0.484,13.9,27.8,0.251,0.512,12.7,76.6,0.234,Sleep Train Arena,16291,0.0
San Antonio Spurs,2014,0.756,82,40.6,83.5,8.5,21.4,32.0,62.0,15.7,20.0,9.3,34.0,25.2,7.4,5.1,14.4,18.2,105.4,82,37.8,85.1,6.5,18.3,31.3,66.8,15.7,20.6,10.5,31.7,20.4,7.7,4.6,13.9,19.3,97.6,28.9,0.28,8.0,110.5,102.4,95.0,0.24,0.257,0.571,0.537,13.5,22.7,0.188,0.482,12.8,76.4,0.184,AT&T Center,18415,1.0
Toronto Raptors,2014,0.585,82,36.5,81.9,8.7,23.4,27.8,58.5,19.6,25.1,11.4,31.1,21.2,7.0,4.2,14.1,23.0,101.3,82,36.1,80.2,6.9,19.2,29.1,60.9,19.0,25.3,10.4,30.5,21.0,7.3,4.3,14.9,22.1,98.0,25.6,-0.69,2.55,108.8,105.3,91.8,0.306,0.285,0.545,0.498,13.2,27.2,0.239,0.493,14.1,74.9,0.237,Air Canada Centre,18252,0.0
Utah Jazz,2014,0.305,82,36.0,81.1,6.6,19.2,29.4,61.9,16.4,22.0,11.0,30.2,20.3,7.0,4.5,14.6,20.7,95.0,82,38.3,81.0,7.3,19.4,31.0,61.6,18.3,23.7,10.3,32.2,21.8,7.5,4.9,12.6,20.4,102.2,24.5,0.91,-6.27,103.5,111.3,91.4,0.271,0.237,0.523,0.484,13.9,25.5,0.202,0.518,12.1,74.5,0.227,EnergySolutions Arena,18176,0.0
Washington Wizards,2014,0.537,82,38.7,84.4,7.9,20.8,30.9,63.6,15.3,20.9,10.8,31.4,23.3,8.1,4.6,14.7,20.4,100.7,82,37.0,80.9,7.5,21.5,29.6,59.4,17.8,23.3,10.1,32.1,22.2,7.7,3.9,16.0,19.5,99.4,26.3,-0.79,0.48,106.0,104.6,93.2,0.248,0.246,0.538,0.506,13.6,25.2,0.181,0.504,15.0,75.7,0.22,Verizon Center,17026,0.125
