Team,Year,W%,G,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PPG,OG,OFG,OFGA,O3P,O3PA,O2P,O2PA,OFT,OFTA,OORB,ODRB,OAST,OSTL,OBLK,OTOV,OPF,OPPG,Age,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,OeFG%,OTOV%,DRB%,OFT/FGA,Arena,Attend./G,Champion
Houston Rockets,2019,0.646,82,39.2,87.4,16.1,45.4,23.1,42.0,19.3,24.4,10.2,31.9,21.2,8.5,4.9,13.3,22.0,113.9,82,40.4,86.7,10.1,29.8,30.3,56.9,18.2,23.7,11.0,34.5,23.5,7.4,4.5,15.0,20.0,109.1,29.2,0.19,4.96,115.5,110.7,97.9,0.279,0.519,0.581,0.542,12.0,22.8,0.221,0.525,13.4,74.4,0.21,Toyota Center,18058,0.125
Indiana Pacers,2019,0.585,82,41.3,87.0,9.5,25.4,31.8,61.6,15.8,21.1,9.3,33.7,26.0,8.7,4.9,13.7,19.4,108.0,82,38.7,86.1,11.4,32.1,27.4,54.0,15.8,21.0,10.5,33.1,24.5,7.4,5.2,15.7,20.0,104.7,27.0,-0.57,2.76,109.9,106.5,98.1,0.242,0.292,0.561,0.53,12.4,21.9,0.182,0.516,14.1,76.2,0.184,Bankers Life Fieldhouse,16812,0.0
Los Angeles Clippers,2019,0.585,82,41.3,87.5,10.0,25.8,31.3,61.7,22.6,28.5,9.7,35.8,24.0,6.8,4.7,14.5,23.3,115.1,82,41.7,91.3,10.4,30.2,31.4,61.1,20.5,26.3,11.3,34.5,24.1,8.3,6.1,13.2,24.0,114.3,27.2,0.23,1.09,112.4,111.5,101.7,0.326,0.295,0.575,0.529,12.7,22.0,0.258,0.514,11.4,76.0,0.224,STAPLES Center,17325,0.0
Los Angeles Lakers,2019,0.451,82,42.6,90.5,10.3,31.0,32.2,59.6,16.3,23.3,10.2,36.4,25.6,7.5,5.4,15.7,20.7,111.8,82,41.9,92.8,11.8,34.0,30.1,58.9,17.8,22.7,11.3,35.6,25.0,8.3,5.1,14.2,20.8,113.5,26.2,0.39,-1.33,107.8,109.5,103.2,0.257,0.342,0.554,0.527,13.4,22.2,0.18,0.516,12.2,76.4,0.192,STAPLES Center,18997,0.0
Memphis Grizzlies,2019,0.402,82,38.0,84.4,9.9,28.9,28.1,55.6,17.7,23.0,8.8,33.0,23.9,8.3,5.5,14.0,22.0,103.5,82,37.6,83.4,11.6,32.2,26.0,51.2,19.3,24.7,9.5,35.2,23.4,7.6,4.9,15.2,21.4,106.1,27.7,0.51,-2.08,106.1,108.8,96.6,0.272,0.342,0.548,0.508,12.9,20.0,0.21,0.521,13.9,77.6,0.232,FedEx Forum,15569,0.0
Miami Heat,2019,0.476,82,39.6,88.0,11.3,32.4,28.3,55.6,15.1,21.7,11.2,35.1,24.3,7.6,5.5,14.7,20.9,105.7,82,38.3,86.8,11.9,33.1,26.4,53.6,17.5,22.7,10.1,34.0,23.3,7.5,4.7,14.1,20.1,105.9,27.0,-0.22,-0.45,107.3,107.6,98.2,0.247,0.368,0.542,0.515,13.1,24.8,0.172,0.51,12.7,77.6,0.201,AmericanAirlines Arena,19641,0.0
Milwaukee Bucks,2019,0.732,82,43.4,91.1,13.5,38.2,29.9,52.9,17.9,23.2,9.3,40.4,26.0,7.5,5.9,13.9,19.6,118.1,82,40.5,93.5,13.1,36.3,27.4,57.2,15.1,20.7,9.9,35.4,24.8,6.8,4.8,13.4,20.2,109.3,26.9,-0.82,8.04,113.8,105.2,103.3,0.255,0.419,0.583,0.55,12.0,20.8,0.197,0.503,11.5,80.3,0.162,Fiserv Forum,17602,0.25
Minnesota Timberwolves,2019,0.439,82,41.6,91.3,10.1,28.7,31.5,62.5,19.1,24.3,11.3,33.5,24.6,8.3,5.0,13.1,20.3,112.5,82,42.1,90.1,12.7,33.6,29.4,56.5,17.1,22.3,11.2,34.4,26.2,6.6,5.5,14.7,21.9,114.0,26.2,0.48,-1.02,111.4,112.9,100.2,0.267,0.315,0.552,0.511,11.4,24.6,0.21,0.538,12.9,74.9,0.19,Target Center,15306,0.0
New Orleans Pelicans,2019,0.402,82,43.7,92.2,10.3,29.9,33.4,62.4,17.8,23.4,11.1,36.2,27.0,7.4,5.4,14.8,21.1,115.4,82,43.3,92.8,12.3,33.7,31.0,59.1,17.9,23.5,11.0,34.8,26.5,8.6,5.4,13.6,21.0,116.8,25.7,0.23,-1.1,111.4,112.6,103.3,0.254,0.324,0.563,0.529,12.6,24.1,0.193,0.532,11.6,76.8,0.193,Smoothie King Center,16004,0.0
New York Knicks,2019,0.207,82,38.2,88.3,10.0,29.5,28.2,58.8,18.1,23.9,10.5,34.3,20.1,6.8,5.1,14.0,20.9,104.6,82,41.9,89.7,11.8,32.6,30.1,57.1,18.2,23.8,10.7,36.8,25.6,7.4,5.6,13.2,20.8,113.8,23.4,0.28,-8.93,104.5,113.7,99.6,0.27,0.334,0.529,0.49,12.4,22.1,0.205,0.533,11.7,76.1,0.203,Madison Square Garden (IV),19002,0.0
Oklahoma City Thunder,2019,0.598,82,42.6,94.0,11.4,32.6,31.3,61.3,17.8,25.0,12.6,35.5,23.4,9.3,5.2,14.0,22.4,114.5,82,40.8,88.7,11.2,31.6,29.5,57.1,18.3,24.0,9.9,35.8,24.9,8.2,5.1,16.7,22.5,111.1,25.7,0.15,3.56,110.3,107.0,102.8,0.266,0.347,0.545,0.514,11.7,26.0,0.19,0.523,14.4,78.2,0.206,Chesapeake Energy Arena,18203,0.0
Orlando Magic,2019,0.512,82,40.4,89.1,11.4,32.1,29.0,57.0,15.0,19.2,10.0,35.4,25.5,6.6,5.4,13.2,18.6,107.3,82,39.9,87.6,10.5,30.2,29.5,57.4,16.3,20.9,9.0,35.6,23.1,7.0,4.4,13.0,18.7,106.6,25.7,-0.43,0.28,108.9,108.1,98.1,0.216,0.36,0.55,0.518,11.9,22.0,0.168,0.515,11.8,79.7,0.186,Amway Center,17431,0.0
Philadelphia 76ers,2019,0.622,82,41.5,88.2,10.8,30.2,30.7,58.0,21.2,27.5,10.9,36.9,26.9,7.4,5.3,14.9,21.3,115.2,82,41.7,91.5,10.3,30.0,31.4,61.5,18.8,24.5,10.0,33.5,23.4,7.7,4.1,12.7,22.1,112.5,26.4,-0.44,2.25,112.6,110.0,101.6,0.312,0.342,0.574,0.532,12.9,24.5,0.241,0.512,11.1,78.6,0.206,Wells Fargo Center,20447,0.125
Phoenix Suns,2019,0.232,82,40.1,87.4,9.6,29.3,30.5,58.1,17.6,22.7,9.1,31.3,23.9,9.0,5.1,15.6,23.6,107.5,82,42.5,88.2,11.1,29.9,31.3,58.2,20.8,27.6,11.8,35.3,25.9,9.0,5.0,15.7,20.7,116.8,24.0,0.73,-8.61,105.9,115.1,100.5,0.259,0.335,0.552,0.514,13.8,20.5,0.202,0.545,13.5,72.5,0.236,Talking Stick Resort Arena,15293,0.0
Portland Trail Blazers,2019,0.646,82,42.3,90.6,11.0,30.7,31.3,59.8,19.0,23.3,11.8,36.2,23.0,6.7,5.0,13.8,20.4,114.7,82,41.1,90.0,10.7,29.8,30.4,60.3,17.5,22.8,10.3,32.6,23.2,7.4,5.1,12.4,20.7,110.5,26.2,0.24,4.43,114.7,110.5,99.1,0.258,0.339,0.568,0.528,12.1,26.6,0.21,0.516,11.0,77.9,0.195,Moda Center,19496,0.0
Sacramento Kings,2019,0.476,82,43.2,93.1,11.3,29.9,31.9,63.2,16.5,22.7,11.0,34.4,25.4,8.3,4.4,13.4,21.4,114.2,82,42.3,90.6,12.0,34.6,30.2,56.0,18.8,24.4,11.2,36.8,24.7,7.5,5.1,15.9,21.4,115.3,24.8,0.31,-0.81,110.4,111.5,103.1,0.244,0.321,0.554,0.524,11.5,23.1,0.177,0.533,13.6,75.5,0.207,Golden 1 Center,17097,0.0
San Antonio Spurs,2019,0.585,82,42.3,88.4,9.9,25.3,32.4,63.1,17.2,21.0,9.2,35.5,24.5,6.1,4.7,12.1,18.1,111.7,82,41.5,89.7,11.7,32.7,29.8,57.0,15.2,20.2,9.2,34.7,24.7,7.2,4.0,12.2,19.6,110.0,28.8,0.12,1.8,112.9,111.2,98.3,0.237,0.286,0.572,0.534,11.0,21.0,0.194,0.528,11.0,79.4,0.17,AT&T Center,18308,0.0
Toronto Raptors,2019,0.707,82,42.2,89.1,12.4,33.8,29.8,55.3,17.7,22.0,9.6,35.6,25.4,8.3,5.3,14.0,21.0,114.4,82,40.3,89.7,10.8,31.2,29.5,58.5,17.1,22.3,10.6,34.2,24.5,7.6,4.5,14.9,20.5,108.4,27.3,-0.6,5.49,113.1,107.1,100.2,0.247,0.379,0.579,0.543,12.4,21.9,0.198,0.509,13.1,77.1,0.19,Scotiabank Arena,19825,1.0
Utah Jazz,2019,0.61,82,40.4,86.4,12.1,34.0,28.3,52.4,18.8,25.5,10.0,36.4,26.0,8.1,5.9,15.1,21.1,111.7,82,40.0,88.5,9.8,27.7,30.1,60.7,16.7,22.2,8.9,33.7,21.6,8.5,4.6,13.9,22.4,106.5,27.3,0.03,5.28,110.9,105.7,100.3,0.295,0.394,0.572,0.538,13.4,22.9,0.217,0.507,12.4,80.3,0.189,Vivint Smart Home Arena,18306,0.0
Washington Wizards,2019,0.39,82,42.1,90.1,11.3,33.3,30.8,56.8,18.4,23.9,9.7,32.7,26.3,8.3,4.6,14.1,20.7,114.0,82,43.4,90.5,12.1,32.8,31.3,57.7,18.0,23.1,11.4,35.8,26.2,7.7,4.6,15.8,21.2,116.9,26.5,-0.4,-3.3,111.1,113.9,101.4,0.266,0.37,0.567,0.531,12.3,21.3,0.204,0.546,13.5,74.1,0.199,Capital One Arena,17448,0.0
