Team,Year,W%,G,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PPG,OG,OFG,OFGA,O3P,O3PA,O2P,O2PA,OFT,OFTA,OORB,ODRB,OAST,OSTL,OBLK,OTOV,OPF,OPPG,Age,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,OeFG%,OTOV%,DRB%,OFT/FGA,Arena,Attend./G,Champion
Houston Rockets,2020,0.611,72,40.8,90.4,15.6,45.3,25.1,45.2,20.6,26.1,9.8,34.5,21.6,8.7,5.2,14.7,21.8,117.8,72,42.3,91.5,12.2,35.0,30.1,56.5,18.0,23.7,11.2,36.7,25.3,8.0,4.9,16.2,21.0,114.8,29.2,0.17,3.13,112.9,110.1,103.7,0.288,0.501,0.578,0.537,12.6,21.0,0.228,0.529,13.7,75.6,0.197,Toyota Center,18077,0.125
Indiana Pacers,2020,0.616,73,42.1,88.5,10.2,28.0,31.9,60.4,15.0,19.1,8.7,34.1,25.9,7.4,5.2,13.2,19.8,109.4,73,39.5,88.5,11.5,33.6,28.0,54.8,17.0,21.6,10.4,34.9,23.1,6.9,4.6,14.7,18.8,107.5,25.6,-0.33,1.63,110.0,108.0,98.9,0.216,0.317,0.565,0.534,12.0,20.0,0.17,0.511,13.0,76.7,0.192,Bankers Life Fieldhouse,16531,0.0
Los Angeles Clippers,2020,0.681,72,41.6,89.2,12.4,33.5,29.1,55.8,20.8,26.3,10.7,37.0,23.7,7.1,4.7,14.6,22.1,116.3,72,39.5,90.2,12.3,35.6,27.2,54.6,18.5,24.5,10.7,34.6,23.7,7.5,4.7,14.1,22.9,109.9,27.4,0.21,6.66,113.9,107.6,101.5,0.295,0.375,0.577,0.535,12.6,23.5,0.233,0.506,12.2,77.6,0.206,STAPLES Center,19068,0.125
Los Angeles Lakers,2020,0.732,71,42.3,88.3,11.0,31.6,31.3,56.7,17.7,24.3,10.7,35.1,25.4,8.6,6.6,15.2,20.7,113.4,71,39.1,87.1,11.6,33.4,27.4,53.7,17.9,22.9,9.4,32.9,23.4,8.2,3.7,15.9,21.7,107.6,29.5,0.49,6.28,112.0,106.3,100.9,0.276,0.358,0.573,0.542,13.3,24.5,0.201,0.515,14.1,78.8,0.205,STAPLES Center,18997,1.0
Memphis Grizzlies,2020,0.466,73,42.5,90.9,10.9,31.5,31.6,59.4,16.6,21.8,10.3,36.2,26.9,7.9,5.5,15.2,21.2,112.6,73,40.6,90.3,12.9,35.3,27.7,55.0,19.6,25.0,10.4,34.5,24.8,8.0,5.3,14.8,20.2,113.7,24.1,0.16,-0.91,109.2,110.3,102.8,0.24,0.346,0.561,0.528,13.2,23.0,0.183,0.521,12.7,77.8,0.217,FedEx Forum,15857,0.0
Miami Heat,2020,0.603,73,39.5,84.4,13.4,35.4,26.0,49.0,19.7,25.2,8.5,35.9,25.9,7.5,4.5,14.9,20.6,112.0,73,38.8,86.7,13.1,37.7,25.7,48.9,18.4,23.6,9.2,33.3,24.6,7.5,4.1,14.0,21.7,109.1,25.9,-0.35,2.59,112.5,109.5,98.3,0.299,0.419,0.587,0.547,13.5,20.3,0.234,0.523,12.6,79.5,0.213,AmericanAirlines Arena,19680,0.5
Milwaukee Bucks,2020,0.767,73,43.3,90.9,13.8,38.9,29.5,52.0,18.3,24.7,9.5,42.2,25.9,7.2,5.9,15.1,19.6,118.7,73,38.9,94.0,14.0,39.3,25.0,54.7,16.7,21.2,9.5,36.3,24.2,7.4,4.5,14.1,21.7,108.6,29.2,-0.67,9.41,112.4,102.9,105.1,0.271,0.428,0.583,0.552,12.9,20.7,0.201,0.489,12.0,81.6,0.178,Fiserv Forum,17711,0.125
Minnesota Timberwolves,2020,0.297,64,40.4,91.6,13.3,39.7,27.1,52.0,19.1,25.4,10.5,34.3,23.8,8.7,5.7,15.3,21.4,113.3,64,43.1,90.4,11.6,31.9,31.6,58.5,19.7,25.2,10.1,37.2,24.4,7.8,5.5,15.5,21.6,117.5,24.8,0.28,-4.02,108.1,112.2,103.4,0.277,0.433,0.551,0.514,13.0,22.1,0.209,0.541,13.2,77.2,0.218,Target Center,15066,0.0
New Orleans Pelicans,2020,0.417,72,42.6,91.6,13.6,36.9,28.9,54.8,17.1,23.4,11.1,35.4,26.8,7.5,5.0,16.4,21.2,115.8,72,42.7,91.8,12.2,33.9,30.5,58.0,19.4,24.7,10.1,34.7,24.5,8.5,4.8,14.5,21.1,117.1,25.4,0.74,-0.55,110.7,111.9,103.7,0.256,0.403,0.568,0.539,13.9,24.2,0.186,0.532,12.4,77.8,0.212,Smoothie King Center,16505,0.0
New York Knicks,2020,0.318,66,40.0,89.3,9.6,28.4,30.4,61.0,16.3,23.5,12.0,34.5,22.1,7.6,4.7,14.3,22.2,105.8,66,39.9,86.0,13.3,34.9,26.6,51.1,19.2,25.7,9.6,34.6,24.3,7.2,5.0,13.7,19.8,112.3,24.5,-0.26,-6.72,106.5,113.0,98.6,0.263,0.318,0.531,0.501,12.6,25.8,0.182,0.541,12.4,78.3,0.224,Madison Square Garden (IV),18812,0.0
Oklahoma City Thunder,2020,0.611,72,40.0,85.5,10.7,30.2,29.3,55.3,19.8,24.8,8.2,34.7,21.7,7.6,4.9,13.7,19.3,110.4,72,40.8,89.6,11.3,33.3,29.5,56.4,15.5,19.6,10.5,34.3,23.0,7.0,4.0,14.2,22.8,108.4,25.5,0.34,2.33,110.8,108.8,98.8,0.29,0.353,0.573,0.53,12.4,19.3,0.231,0.518,12.6,76.8,0.173,Chesapeake Energy Arena,18203,0.0
Orlando Magic,2020,0.452,73,39.3,88.6,11.1,32.2,28.3,56.4,17.6,22.7,10.3,34.2,23.9,8.2,5.4,12.8,18.3,107.3,73,40.4,86.9,12.2,33.6,28.2,53.3,15.3,19.8,9.0,35.8,24.7,7.0,4.6,14.6,19.5,108.3,26.1,0.09,-0.93,108.5,109.5,98.6,0.256,0.364,0.544,0.506,11.5,22.3,0.198,0.535,13.2,79.1,0.176,Amway Center,17093,0.0
Philadelphia 76ers,2020,0.589,73,41.1,87.9,11.6,31.6,29.5,56.3,16.9,22.4,10.5,35.0,25.8,8.0,5.3,14.2,20.9,110.7,73,39.8,86.0,10.4,29.4,29.4,56.5,18.4,24.5,8.6,33.2,22.8,7.0,4.0,13.8,20.5,108.4,26.3,-0.13,2.25,111.3,109.0,99.0,0.255,0.36,0.566,0.534,12.7,23.9,0.193,0.523,12.5,80.3,0.214,Wells Fargo Center,20629,0.0
Phoenix Suns,2020,0.466,73,41.2,88.1,11.4,31.8,29.8,56.3,19.9,23.8,9.8,33.8,27.2,7.7,4.0,14.8,22.0,113.6,73,41.2,87.4,11.6,32.0,29.6,55.4,19.3,24.5,9.1,34.2,23.6,7.9,5.5,15.6,22.6,113.4,24.6,0.35,0.56,111.7,111.4,101.3,0.271,0.361,0.576,0.532,13.0,22.2,0.226,0.539,13.7,78.8,0.221,Talking Stick Resort Arena,15606,0.0
Portland Trail Blazers,2020,0.473,74,42.2,91.2,12.9,34.1,29.3,57.1,17.7,22.1,10.2,35.1,20.6,6.3,6.1,12.8,21.7,115.0,74,41.8,91.6,13.6,35.4,28.2,56.2,19.1,24.7,11.5,35.4,24.9,6.8,4.9,12.9,20.1,116.1,27.5,0.54,-0.61,113.7,114.8,100.7,0.242,0.374,0.57,0.533,11.2,22.4,0.194,0.53,11.2,75.3,0.208,Moda Center,19634,0.0
Sacramento Kings,2020,0.431,72,40.9,88.4,12.7,34.9,28.2,53.5,15.7,20.3,9.7,32.9,23.8,7.7,4.1,14.5,22.2,110.1,72,40.3,85.5,12.4,34.8,27.8,50.7,19.2,24.3,9.1,34.5,24.9,7.7,4.2,15.2,19.5,112.1,27.0,0.46,-1.59,110.2,112.2,98.9,0.23,0.395,0.566,0.534,13.0,21.9,0.177,0.543,13.6,78.4,0.225,Golden 1 Center,16796,0.0
San Antonio Spurs,2020,0.451,71,42.2,89.4,10.7,28.5,31.5,61.0,19.0,23.4,9.0,35.6,24.7,7.3,5.5,12.6,19.4,114.1,71,42.3,90.2,13.1,35.1,29.2,55.1,17.4,22.5,9.4,35.9,25.7,6.8,4.3,13.2,20.1,115.2,27.6,0.46,-0.65,112.4,113.5,100.5,0.262,0.318,0.572,0.531,11.2,20.1,0.212,0.542,11.7,79.2,0.193,AT&T Center,18351,0.0
Toronto Raptors,2020,0.736,72,40.2,87.9,13.8,37.0,26.4,50.9,18.5,23.2,9.5,35.9,25.2,8.8,5.0,14.8,21.7,112.8,72,37.8,88.3,13.1,38.9,24.7,49.5,17.8,23.2,10.9,35.1,25.6,7.2,5.5,16.8,20.4,106.5,26.6,-0.26,5.97,111.1,105.0,100.9,0.264,0.421,0.574,0.536,13.1,21.3,0.21,0.502,14.6,76.7,0.202,Scotiabank Arena,19796,0.125
Utah Jazz,2020,0.611,72,40.1,85.1,13.4,35.2,26.7,49.9,17.8,22.8,9.1,35.8,22.4,6.1,4.1,15.1,20.4,111.3,72,40.7,89.1,11.0,31.0,29.7,58.1,16.5,21.5,9.6,33.1,21.5,7.9,4.6,12.3,20.8,108.8,27.3,0.05,2.52,112.3,109.9,98.6,0.268,0.414,0.585,0.549,13.7,21.6,0.208,0.518,11.1,78.9,0.185,Vivint Smart Home Arena,18306,0.0
Washington Wizards,2020,0.347,72,41.5,90.9,12.0,32.6,29.5,58.3,19.4,24.6,10.2,31.9,25.0,8.0,4.3,14.2,22.7,114.4,72,43.1,88.4,12.4,33.1,30.7,55.2,20.4,26.3,10.5,35.7,25.2,7.5,5.0,16.2,22.2,119.1,25.1,-0.57,-5.24,110.9,115.5,102.7,0.27,0.358,0.562,0.523,12.2,22.2,0.213,0.558,13.9,75.3,0.231,Capital One Arena,16647,0.0
